journal_id,journal_name,issn,eissn,quality_rank,abdc_for,abdc_match_method,abdc_match_status,abdc_list_version,impact_factor,five_year_impact_factor,jcr_year,jcr_journal_id,clarivate_match_method,clarivate_match_status,impact_factor_status,clarivate_retrieved_at,publication_count
journal-1e0cb85486c1a486,ECONOMIC HISTORY REVIEW,0013-0117,1468-0289,A*,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-298990af3e52b015,Economic Journal of Emerging Markets,2086-3128,2502-180X,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d427a701b36fb6cd,Economic Modelling,0264-9993,1873-6122,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-ffa5bb9f8a65dce1,Economic Papers,0812-0439,1759-3441,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,8
journal-781cd32bb5b1ab9a,Economic Record,0013-0249,1475-4932,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,7
journal-bb2c1ea23897c07b,Economic Systems,0939-3625,1878-5433,B,3899,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-b3b8d339f9c2e785,Economica,0013-0427,1468-0335,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-2cf3b00bfe92d04f,Economics & Politics,1468-0343,1468-0343,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-29a25c3413d7c676,Economics & Sociology,2071-789X,2306-3459,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a9dc86fcfc66a105,Economics and Politics,0954-1985,1468-0343,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-ac5dedd361886a09,Economics Letters,0165-1765,1873-7374,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,7
journal-a05b18d330067d7f,Economies,2227-7099,,C,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6dc288cc83ab6d4e,Ecosystem Health and Sustainability,2096-4129,2332-8878,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-39d52d43e70d34ff,Edelweiss Applied Science and Technology,2576-8484,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-da80fb7ec33bb27e,Education and Training,0040-0912,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9288cb568e4644f0,Education Research and Perspectives,0311-2543,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0a05624ef6390687,eLife,2050-084X,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-bc4503a65e883abc,Emerging Markets Finance and Trade,1540-496X,1540-496X,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-cb453f0bab6c80f8,Emerging Markets Finance and Trade,1061-2009,1540-496X,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,11
journal-8b149129113b3c65,Emerging Markets Review,1566-0141,1873-6173,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,12
journal-5de5f6a77a5f09ec,Empirical Economics,1435-8921,1435-8921,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-e3f0528cd4d457af,Empirical Economics,0377-7332,1435-8921,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-4166081d0b848fe8,Energies,1996-1073,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-636d760ab8e69501,Energy Economics,0140-9883,1873-6181,A*,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,6
journal-f74954bfef0038b1,Energy Journal,0195-6574,1944-9089,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-484bd94d2befbe41,Energy Policy,0301-4215,1873-6777,A,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-372e080edd73d85a,Energy Reports,2352-4847,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-13b8ec636fbb404d,Energy Sources Part B Economics Planning and Policy,1556-7249,1556-7257,C,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f18f58f6361a6359,Energy Sustainability and Society,2192-0567,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-d5a248ca4ca24f25,eNeuro,2373-2822,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-5580b4af836e5fd3,Engineering Fracture Mechanics,0013-7944,1873-7315,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7c5563fcfb4fe249,Entropy,1099-4300,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f8099cea81908669,Environment and Urbanization Asia,0975-4253,0976-3546,C,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-45059e41df39cc66,Environment Development and Sustainability,1387-585X,1573-2975,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-1e310ce31a135873,Environment Science and Policy for Sustainable Development,0013-9157,1939-9154,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-dc4512ba1d9961a0,Environmental Science & Technology,0013-936X,1520-5851,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7b9762eb8e75fe61,Environmental Science and Pollution Research,0944-1344,1614-7499,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-eb2b80e1e87e8a5c,European Accounting Review,0963-8180,1468-4497,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,11
journal-d623f7bede1e5ad5,European Economic Review,0014-2921,1873-572X,A*,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-ef683dcd031031cb,European Finance Review,1382-6662,1573-692X,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-55a44fc656987c89,European Financial Management,1354-7798,1468-036X,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-f9067872d9e05bf7,European Journal of Finance,1351-847X,1466-4364,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-947fc0789159ba96,European Journal of Personality,0890-2070,1099-0984,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-152397872c74e85a,European Journal of Political Economy,0176-2680,1873-5703,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-613e7158795f393f,European Management Review,1740-4754,1740-4762,B,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-93cd472f92afc8d4,European Review of Economic History,1361-4916,1474-0044,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-340910cd8339f72e,Evaluation Journal of Australasia,1035-719X,2515-9372,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-8841da7355185986,Experimental Economics,1386-4157,1573-6938,A*,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d6b933d4b8ab2258,Family Business Review,0894-4865,1741-6248,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8dab95a4c5477448,FEBS Open Bio,2211-5463,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6a756219bf2304af,Feminist Economics,1354-5701,1466-4372,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-268abba949727fbb,Finance Research Letters,1544-6123,1544-6131,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,33
journal-6de28d1187620b1b,Financial Accountability and Management,0267-4424,1468-0408,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-4c610b2b062eb7dd,Financial Analysts Journal,0015-198X,1938-3312,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-c4007f0ff8b847e2,Financial History Review,0968-5650,1474-0052,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-d421290f746fec6f,Financial Innovation,2199-4730,,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-b4b7e052c1e4c33b,Financial Management,0046-3892,1755-053X,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-52dd65f4f2cd8fa3,Financial Markets and Portfolio Management,1555-4961,1555-497X,B,3502,exact normalized journal title,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-5d244683cfe8aff3,Financial Services Review,1057-0810,1873-5673,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-e25ea69021eeb8ef,First Break,0263-5046,1365-2397,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7115e939a4a6dc24,FIU hospitality review,0739-7011,,C,3504,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-82808e62d1830b21,Fluctuation and Noise Letters,0219-4775,1793-6780,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-4a9df3e7d0923a7f,Food and Environmental Virology,1867-0334,1867-0342,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-5ea83e6a360e12cd,Foundations and Trends® in Finance,1567-2395,1567-2409,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6c6ec7ffc4d6ae6c,French Review,0016-111X,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-08d21231406bf954,Frontiers in artificial intelligence and applications,0922-6389,1879-8314,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-32e9f2a1c4305da5,Frontiers in Behavioral Neuroscience,1662-5153,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-b64faad381416f86,Frontiers in Human Neuroscience,1662-5161,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-d782aee79247e901,Frontiers in Psychology,1664-1078,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-874d6cd3f0783311,Frontiers of Engineering Management,2095-7513,2096-0255,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c661803121ebee74,Frontiers of entrepreneurship research,0740-7416,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-44d8c0561d2ded25,"FRRaG (Financial Reporting, Regulation and Governance)",1449-2318,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a0b8c5a59442ad40,Gastroenterology Research and Practice,1687-6121,1687-630X,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-23ab1341a0aba6a6,Global Conference on Business and Social Sciences Proceeding,9789-6713,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3a4b057a97de638f,Global Finance Journal,1044-0283,1873-5665,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,10
journal-c0a7f652ef707952,Global marketing conference proceeding,1976-8699,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a1bf82bf9b49edda,GPS Solutions,1080-5370,1521-1886,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-03cfad27682490f4,Guanli kexue xuebao,1007-9807,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f1eba2659ccb6605,Handbooks of Management Accounting Research,1751-3243,1878-0121,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d346f47bd8ea2c4d,Hangkong Xuebao/Acta Aeronautica et Astronautica Sinica,1000-9361,2588-9230,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-395ebe141cece5be,Headache The Journal of Head and Face Pain,0017-8748,1526-4610,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8d43909e0c68b958,Health Affairs,0278-2715,1544-5208,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-de795c7b937e79ae,Health Promotion Practice,1524-8399,1552-6372,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-14e3c7ca44eb66b7,Health Services Management Research,0951-4848,1758-1044,C,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f396727f7c85a99b,Health Services Research,0017-9124,1475-6773,A,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,11
journal-36078f7a220fd4e7,Heliyon,2405-8440,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,13
journal-32c7765eb185a29b,Higher Education Research and Development,0729-4360,1469-8366,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-dbb4155083e1643f,Higher School of Economics Economic Journal,1813-8691,1813-8705,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-be9735b5e5f39657,History Australia,1449-0854,1833-4881,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-dd39b2b376ec8873,History of Economics Review,1037-0196,1838-6318,B,3803,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-aee203b22dbeb8bc,Ho Chi Minh City Open University Journal of Science- Economics and Business Administration,2734-9314,2734-9586,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-cd3c6fbfe2e891df,Human Brain Mapping,1065-9471,1097-0193,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-b3ac26cc5ba7425e,Hyperfine Interactions,0304-3843,0304-3834,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-45fa1fa1d254c39b,IEEE Access,2169-3536,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-013b23906e11e3f6,IEEE Communications Magazine,0163-6804,1558-1896,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-d6967da5f44d3cde,IEEE Internet of Things Journal,2327-4662,2372-2541,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-94ab73fb4ea38c6d,IEEE Journal on Selected Areas in Communications,0733-8716,1558-0008,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d90f1e3efc709fbf,IEEE Sensors Journal,1530-437X,1558-1748,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-db224d6d3c38e2a1,IEEE Transactions on Vehicular Technology,0018-9545,1939-9359,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f77b6359ee0f2bd5,IEEE Wireless Communications,1536-1284,1558-0687,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f6fa42388cb8f8ab,Indian Journal of Forensic Medicine & Toxicology,0973-9122,0973-9130,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-383368a8e48706df,Industrial Marketing Management,0019-8501,1873-2062,A*,3506,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-7920466396807d78,Information and Organization,1471-7727,1873-7919,A*,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0b0ef2d4d7998039,Information Society,0197-2243,,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-351f839a00b8c3d6,Information Systems Frontiers,1387-3326,1572-9419,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-cbdb24f7670f2efd,Information Technology & People,0959-3845,1758-5813,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3d596ee19a694f65,Inquiry Critical Thinking Across the Disciplines,1093-1082,2153-9871,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-fac31623b8c5e08f,INQUIRY The Journal of Health Care Organization Provision and Financing,0046-9580,1945-7243,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-75cc0e8702a23fbc,Insurance Mathematics and Economics,0167-6687,1873-5959,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-077e60262dbf3153,Intelligence,0160-2896,1873-7935,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-ce5e1427a59030ca,Internal Medicine News,1097-8690,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-bace4a8400999c9f,International Business & Economics Research Journal,1535-0754,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-aebe46aaf9c995a4,International Business Review,0969-5931,1873-6149,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-bc489f5817837348,International Economics,2110-7017,2542-6869,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-5a58ff729a92572e,International handbooks in business ethics,2213-106X,2213-1078,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-cf36f051ee1a0940,International Journal Business and Entrepreneurship,3090-7837,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-b2d4e9758b09488f,International Journal For Multidisciplinary Research,2582-2160,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-31256291e3e8ec9b,International Journal of Accounting Information Systems,1467-0895,1873-4723,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,8
journal-d83bce35fb705946,"International Journal of Accounting, Auditing and Performance Evaluation",1740-8008,1740-8016,C,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-c108b24c292ebce8,International Journal of Advanced Research in Science Communication and Technology,2581-9429,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-74bee06b12125890,INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,0091-4150,1541-3535,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-344ef288c3e1abc2,International Journal of Auditing,1090-6738,1099-1123,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-4305a480307509c3,International Journal of Auditing,1099-1123,1099-1123,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-8a8b5a9833c799e4,International Journal of Bank Marketing,0265-2323,1758-5937,A,3506,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f4d560ffc6087a0b,"International Journal of Banking, Accounting and Finance",1755-3830,,C,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7c95e0005349efaf,International Journal of Biological Macromolecules,0141-8130,1879-0003,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-496c4af25aa9553b,International Journal of Colorectal Disease,0179-1958,1432-1262,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3a084e7f9d7c01c0,International Journal of Computer Applications,0975-8887,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-49466009dfa31d08,International Journal of Economics and Finance,1916-971X,1916-9728,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-76db16e152b51e2d,International Journal of Emerging Markets,1746-8809,1746-8817,B,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-f7cd0e73387f2df6,International Journal of Environmental Research and Public Health,1660-4601,1661-7827,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-75b3d103b84920c1,International Journal of Finance and Economics,1076-9307,1099-1158,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-8e21b520d6844acd,International Journal of Forecasting,0169-2070,1872-8200,A,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-e86eed6efedf3bc9,International Journal of Human-Computer Interaction,1044-7318,1532-7590,C,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-2b0737e9bf783718,International Journal of Infectious Diseases,1201-9712,1878-3511,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c78631a20e2ba46f,International Journal of Information Management,0268-4012,1873-4707,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3e675605cd80967d,"International Journal of Management, IT, and Engineering",2249-0558,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-20f259658589ad2e,International Journal of Managerial Finance,1743-9132,1758-6569,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,13
journal-9caf23f27c3c760e,International Journal of Sport Finance,1558-6235,,C,3504,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-16f09610063af6d9,International Journal of Travel Medicine and Global Health,2322-1100,2476-5759,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c63769e366001581,International Research Journal of Finance and Economics,1450-2887,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-b23b5bb30b6e84a4,International Review of Applied Economics,0269-2171,1465-3486,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-bc411b132f5f452d,International review of economics & finance,1059-0560,1873-8036,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,9
journal-a49a40f9f2f76247,International Review of Finance,1369-412X,1468-2443,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,20
journal-08b6fb56381cc452,International Review of Financial Analysis,1057-5219,1873-8079,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,26
journal-bdd926123522e5c4,Investment Analysts Journal,1029-3523,2077-0227,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3584787b7580edd6,Investment Management and Financial Innovations,1810-4967,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f978011af5b5a795,IOSR Journal of Pharmacy and Biological Sciences,2278-3008,2319-7676,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7aeb5caab94a971b,Issues in Accounting Education,0739-3172,1558-7983,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-e56c4af5204b4e6a,Japan and the World Economy,0922-1425,1879-2006,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-28858f09d1bbfbd3,JASSA: JOURNAL OF THE AUSTRALIAN SOCIETY OF SECURITY ANALYSTS,0313-5934,,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,6
journal-7d8898e5d4c69dd3,Journal of accountancy online/Journal of accountancy,0021-8448,,C,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-4c2baa6d2f8c69bd,Journal of Accounting and Economics,0165-4101,1879-1980,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
