name,title,year,journal,doi,source,screened_reason
Elizabeth Bowman,Intergenerational effects of dietary restriction on insulin/IGF signaling and reproductive development,2018,bioRxiv (Cold Spring Harbor Laboratory),10.1101/342956,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Spatial variation in the photopic multifocal electroretinogram,2005,ANU Open Research (Australian National University),10.25911/5d611c6328389,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Intergenerational Effects of Dietary Restriction and Insulin/IGF Signaling on Starvation Resistance and Reproductive Development,2018,,10.2139/ssrn.3259137,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,“Socialist Morality” In Sartre’s Unpublisiled 1964 Rome Lecture,1992,,,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Integral humanity as Goal in Sartre’s 1964 Rome Lecture1,2020,The Sartrean Mind,10.4324/9781315100500-22,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,"""Making the Human"" in Sartre's Unpublished Dialectical Ethics",1991,Selected studies in phenomenology and existential philosophy,10.5840/sspep19911411,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,CCDC 250073: Experimental Crystal Structure Determination,2005,The Cambridge Structural Database,10.5517/cc8d6wq,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,CCDC 250074: Experimental Crystal Structure Determination,2005,The Cambridge Structural Database,10.5517/cc8d6xr,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,The Regressive Moment: How Morality Is Lived,2023,Lexington Books,10.5771/9781793646521-83,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,About the Authors,2023,Lexington Books,10.5771/9781793646521-397,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,The Phenomenological Moment: What Morality Is Made Of,2023,Lexington Books,10.5771/9781793646521-33,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,The Progressive Moment: The Paradox of Ethos and the Means beyond It,2023,Lexington Books,10.5771/9781793646521-211,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,The Second Ethics: A Heuristic and Critical Prospectus,2023,Lexington Books,10.5771/9781793646521-11,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Index,2023,Lexington Books,10.5771/9781793646521-375,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Humanity Is Always Possible,2023,Lexington Books,10.5771/9781793646521-327,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Introduction,2023,Lexington Books,10.5771/9781793646521-1,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Reading Sartre's Second Ethics,2023,,10.5040/9781978721067,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,"‘Smart drugs’ make you worse at solving complex problems, new study finds",2023,,10.64628/aa.rc7qy5ca4,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Baseline OKN and OKN suppression during divided attention tasks are differently affected by multiple sclerosis,2013,Investigative Ophthalmology & Visual Science,,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Elizabeth Bowman,Injunction under the New York Code,,Scholarship @ Cornell Law (Cornell University),,OpenAlex,only 3% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Juan Pablo Franco,Computational cognitive requirements of random decision problems.,2020,Cognitive Science,,OpenAlex,only 14% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Juan Pablo Franco,Human Decision-making and Computational Complexity: The Knapsack Problem,2018,OSF Preprints (OSF Preprints),10.17605/osf.io/t2jv7,OpenAlex,only 14% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Juan Pablo Franco,Knapsack decision problem,2021,,,OpenAlex,only 14% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Juan Pablo Franco,"Cognitive decline, not age, explains reduced decision-making capacity in healthy older adults",2025,,10.31234/osf.io/qe6uw_v1,OpenAlex,only 14% of this researcher's retrieved journal articles are in an ABDC-rated journal; the identifier probably belongs to a namesake
Patrick J. Kelly,The stereotaxic retractor in computer-assisted stereotaxic microsurgery,1988,Journal of neurosurgery,10.3171/jns.1988.69.2.0301,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,The regulatory governance of retail electricity tariff setting in South Africa,2018,Regional Science Policy & Practice,10.1111/rsp3.12126,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Creating a National Home,1997,Harvard University Press eBooks,10.4159/harvard.9780674418837,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Creating a National Home: Building the Veterans' Welfare State, 1860-1900",1998,The Journal of Military History,10.2307/120741,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Pallidal Targeting with the COMPASS System,1998,Stereotactic and Functional Neurosurgery,10.1159/000099854,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Does Secrecy Signal Skill? Characteristics and Performance of Secretive Hedge Funds,2020,RePEc: Research Papers in Economics,,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Strategy, Tactics, and Turf Wars: Tirpitz and the Oberkommando der Marine, 1892-1895",2002,The Journal of Military History,10.2307/3093263,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1992,Stereotactic and Functional Neurosurgery,10.1159/000098988,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Who Pushes the Buttons? Investigating the Regulatory Governance of Retail Electricity Tariff Setting in South Africa Through Institutional Analysis and Development,2016,,10.2139/ssrn.2866295,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstract,1992,Stereotactic and Functional Neurosurgery,10.1159/000098911,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstract,1992,Stereotactic and Functional Neurosurgery,10.1159/000098943,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Author Index Vol. 59, 1992",1992,Stereotactic and Functional Neurosurgery,10.1159/000098945,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1996,Stereotactic and Functional Neurosurgery,10.1159/000098681,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstract,1992,Stereotactic and Functional Neurosurgery,10.1159/000098939,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Emerging Market Liberalization and Monetary Control,2016,,,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Hedge Funds Non-Transparency: Skill of Risk-Taking?,2014,,,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Contents Vol 43, 1980",1980,Stereotactic and Functional Neurosurgery,10.1159/000102239,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Subject Index Vol. 63,1994",1995,Stereotactic and Functional Neurosurgery,10.1159/000100327,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Subject Index Vol. 58, 1992",1992,Stereotactic and Functional Neurosurgery,10.1159/000098999,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Product Market Competition, Capital Constraints and Firm Growth",2015,RePEc: Research Papers in Economics,,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Do Foreign Investors Insulate Firms from Local Shocks? Evidence from the Response of Investable Firms to Monetary Policy,2017,RePEc: Research Papers in Economics,,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1995,Stereotactic and Functional Neurosurgery,10.1159/000100288,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Title Page / Table of Contents,1992,Stereotactic and Functional Neurosurgery,10.1159/000099001,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1996,Stereotactic and Functional Neurosurgery,10.1159/000099667,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,2001,Stereotactic and Functional Neurosurgery,10.1159/000064624,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,A computer monitored stereotactic CO2 laser system for removal of CNS intra-axial tumors: Technical details and clinical results,1983,ICALEO '83: Proceedings of the Medicine and Biology Symposium,10.2351/1.5057448,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Title Page / Table of Contents,1983,Stereotactic and Functional Neurosurgery,10.1159/000101234,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1996,Stereotactic and Functional Neurosurgery,10.1159/000098688,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Announcements,1992,Stereotactic and Functional Neurosurgery,10.1159/000098997,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,"Author Index Vol. 63,1994",1995,Stereotactic and Functional Neurosurgery,10.1159/000100326,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1996,Stereotactic and Functional Neurosurgery,10.1159/000098695,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Title Page / Table of Contents,2001,Stereotactic and Functional Neurosurgery,10.1159/000066736,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Author Index,1985,Stereotactic and Functional Neurosurgery,10.1159/000101188,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Title Page / Table of Contents,1995,Stereotactic and Functional Neurosurgery,10.1159/000100283,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1992,Stereotactic and Functional Neurosurgery,10.1159/000098921,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Abstracts,1996,Stereotactic and Functional Neurosurgery,10.1159/000098904,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Title Page / Table of Contents,1992,Stereotactic and Functional Neurosurgery,10.1159/000098909,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Clinical Application of Functional Brain Imaging in 76 Patients Harboring Lesions Associated with Eloquent Cortex Paper #714,1996,Neurosurgery,10.1227/00006123-199609000-00064,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Patrick J. Kelly,Stereotactic Ventriculoperitoneal Shunt for Idiopathic Intracranial Hypertension: Technical Note,1998,Neurosurgery,10.1097/00006123-199807000-00126,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,"COVID-19 in adult patients with pre-existing chronic cardiac, respiratory and metabolic disease: a critical literature review with clinical recommendations",2020,Tropical Diseases Travel Medicine and Vaccines,10.1186/s40794-020-00118-y,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,Leaving Light Footprints – the Importance of Promoting Responsible International Travel,2018,International Journal of Travel Medicine and Global Health,10.15171/ijtmgh.2018.18,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,Covidiots and the Clamour of the Virus-as-Question,2020,Anthropology in Action,10.3167/aia.2020.270212,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,"National Emergency Laparotomy Audit (NELA) in a District General Hospital, Northern Ireland",2019,HAL (Le Centre pour la Communication Scientifique Directe),,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,Star-Crossed: The Dark Side of Star Analysts in Acquisitions,2017,,10.2139/ssrn.3066968,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,To pee or not to pee: severe discomfort in a young air traveller,2019,Journal of Travel Medicine,10.1093/jtm/taz096,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,Why Are All-Star Analysts Influential?,2024,,10.2139/ssrn.4866361,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,Conflicting Incentives: How the Inevitable Disclosure Doctrine Disparately Influences Disclosure,2025,,10.2139/ssrn.5368945,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Bryan Lim,Are Sell-Side Analysts Up to the Challenge of Climate Change?,2026,,10.2139/ssrn.6136969,OpenAlex,reviewed OpenAlex namesake cluster outside this researcher's field
Mrinal Mishra,Study on impact of Covid-19 on 5A's of telemedicine,2021,European Journal of Molecular & Clinical Medicine,,OpenAlex,reviewed namesake publication outside Accounting/Finance
Mrinal Mishra,The Effect of Conflict on Lending: Evidence from Indian Border Areas,2020,Swiss Finance Institute Research Paper Series,,OpenAlex,reviewed namesake publication outside Accounting/Finance
Nitin Yadav,Current Applications of Machine Learning in Additive Manufacturing: A Review on Challenges and Future Trends,2024,Archives of Computational Methods in Engineering,10.1007/s11831-024-10215-2,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Shaping the future: latest developments in 3D printing stimuli-responsive soft polymers,2025,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-025-15095-9,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Probiotic Efficacy and Potential of Streptococcus thermophilus modulating human health: A synoptic review,2014,IOSR Journal of Pharmacy and Biological Sciences,10.9790/3008-09325258,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Behavior Composition as Fully Observable Non-Deterministic Planning,2013,Proceedings of the International Conference on Automated Planning and Scheduling,10.1609/icaps.v23i1.13547,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,18F-FDG PET/CT of Tuberculosis Meningitis and Carotid Pseudoaneurysm,2017,Clinical Nuclear Medicine,10.1097/rlu.0000000000001651,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Supremal realizability of behaviors with uncontrollable exogenous events,2013,Open Research (University of Surrey),10.5555/2540128.2540297,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Transient versus surgically managed small bowel intussusception in children: Role of ultrasound,2015,African Journal of Paediatric Surgery,10.4103/0189-6725.160368,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Decision theoretic behavior composition,2011,Adaptive Agents and Multi-Agents Systems,10.5555/2031678.2031699,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Agent Oriented Modelling of Tactical Decision Making,2015,Adaptive Agents and Multi-Agents Systems,10.5555/2772879.2773285,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Behavior composition optimization,2013,International Joint Conference on Artificial Intelligence,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Home Automation Using Internet of Things: An Extensive Review,2022,Lecture notes in networks and systems,10.1007/978-981-16-6246-1_37,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Intra-articular fracture distal end radius external fixation versus locking volar radius plate: A comparative study,2019,Journal of Orthopedics Traumatology and Rehabilitation,10.4103/jotr.jotr_11_19,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Tactics development framework (demonstration),2014,Adaptive Agents and Multi-Agents Systems,10.5555/2615731.2616102,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Redefining Intelligence: The Deep Learning Revolution in AI,2024,International Journal of Advanced Research in Science Communication and Technology,10.48175/ijarsct-16804,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Emerging issues in human resource management,2014,"International Journal of Management, IT, and Engineering",,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,A Tool for Defining Agent Protocols in HAPN: (Demonstration),2015,Adaptive Agents and Multi-Agents Systems,10.5555/2772879.2773512,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Enhancing Resilience of The North Indian Power System Against Pollution and Foggy Weather-An Experience,2017,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Tactics Development Framework,2014,Adaptive Agents and Multi-Agents Systems,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Comparative analysis of first-order optimization algorithms,2021,Artificial Intelligence and Speech Technology,10.1201/9781003150664-32,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,An Efficient behavioural analysis of Graph Clustering Algorithms via Random Graphs,2012,International Journal of Computer Applications,10.5120/7170-9785,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Product Recommendations System Survey,2015,International Journal of Computer Applications,10.5120/ijca2015907394,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Community-affinity: measuring strength of memberships of nodes in network communities,2016,J. Willard Marriott Library,10.26053/0h-haae-6pg0,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Agent Design Consistency Checking via Planning,2017,Proceedings of the Twenty-Sixth International Joint Conference on Artificial Intelligence,10.24963/ijcai.2017/65,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Computational Complexity and Asset Pricing,2019,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Task-independent metrics of computational hardness predict human cognitive performance,2021,bioRxiv (Cold Spring Harbor Laboratory),10.1101/2021.04.25.441300,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Phase transition in the knapsack problem,2018,arXiv (Cornell University),10.48550/arxiv.1806.10244,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Structural properties of individual instances predict human effort and performance on an NP-Hard problem,2018,bioRxiv (Cold Spring Harbor Laboratory),10.1101/405449,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Transferring Cognitive Talent Across Domains: The Case of Finance,2021,,10.21203/rs.3.rs-598488/v1,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Asset Pricing under Computational Complexity,2019,,10.2139/ssrn.3475433,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"Resource Allocation, Computational Complexity, and Market Design",2023,,10.2139/ssrn.4620799,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Price Formation in Field Prediction Markets: the Wisdom in the Crowd,2022,RePEc: Research Papers in Economics,10.48550/arxiv.2209.08778,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Effect ofPeople Process Culture on the Overall Productivity and Harmony ofan Organization,2008,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Application of synchrophasors for over voltage tripping analysis-a case study in northern regional power system of India,2014,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Using strategic logics to reason about agent programs,2013,International Joint Conference on Artificial Intelligence,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"Load Balancing, Optimal Routing and Scheduling in Hyper-Local",2015,International Journal of Computer Applications,10.5120/ijca2015907393,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Qualitative Approximate Behavior Composition,2012,Lecture notes in computer science,10.48550/arxiv.1207.3863,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Reasoning about Agent Programs using ATL-like Logics,2012,arXiv (Cornell University),10.48550/arxiv.1207.3874,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"G-SMAC (Social, Mobile, Analytics and Cloud Computing) -A Paradigm Shift in E-Governance Agility",2018,International Journal of Computer Applications,10.5120/ijca2018917337,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"E-Commerce in India: Growth, Key Challenges and Upcoming Trends",2014,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,hypothenar hammer syndrome due to penetrating trauma case report brief review,2017,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Assessing Nipah Related Internet Activity Behaviour in India: An Insight from Analytical Search Volumes of Google Trends,2019,Indian Journal of Forensic Medicine & Toxicology,10.5958/0973-9130.2019.00605.4,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,A new hierarchical agent protocol notation: JAAMAS track,2018,Adaptive Agents and Multi-Agents Systems,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Python Client and Server Software for Algorithmic Traders interfacing with Flex-E-Markets,2020,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Computational cognitive requirements of random decision problems.,2020,Cognitive Science,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Human Decision-making and Computational Complexity: The Knapsack Problem,2018,OSF Preprints (OSF Preprints),10.17605/osf.io/t2jv7,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,A Tool for Defining Agent Protocols in HAPN: (Demonstration),2015,Adaptive Agents and Multi-Agents Systems,10.65109/gstu8382,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Knapsack decision problem,2021,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"Knowledge and practice on road safety among Toto (e-rickshaw) drivers in North Bengal Medical College and Hospital campus, Siliguri: A cross-sectional study",2020,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Transferring Cognitive Talent Across Domains: The Case of Finance,2021,,10.21203/rs.3.rs-598488/v2,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Multiple damage detection in piezoelectric ceramic sensor using point contact excitation and detection method,2022,arXiv (Cornell University),10.48550/arxiv.2208.11105,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Productivity Assessment and Evaluation of Govt. R&D Organization,2023,International Journal For Multidisciplinary Research,10.36948/ijfmr.2023.v05i05.6746,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"The Lumpy Skin Disease Emergence and Management: A Case Study from the North Indian District of Rewari, Haryana",2023,The Indian Veterinary Journal,10.62757/iva.2023.100.2.36-41,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Identification of Corn Leaf Disease Using Deep Learning,2024,2024 IEEE 16th International Conference on Computational Intelligence and Communication Networks (CICN),10.1109/cicn63059.2024.10847360,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Complex decision-making under stress: shallower search and impaired decision quality at different levels of computational hardness,2025,,10.31234/osf.io/m7r4b_v1,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Effects of GenAI on Programming-Focused Online Knowledge Communities: A Network Science Approach,2025,,10.2139/ssrn.5170208,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Musical Beat Recognition using Machine Learning,2025,2025 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),10.1109/iatmsi64286.2025.10984604,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Whom Do We Prefer to Learn From in Observational Reinforcement Learning?,2025,bioRxiv (Cold Spring Harbor Laboratory),10.1101/2025.05.19.654209,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"A Continuous Combinatorial Financial Exchange: Design, Simulations, and Live Testing",2025,,10.2139/ssrn.5366872,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,"Cognitive decline, not age, explains reduced decision-making capacity in healthy older adults",2025,,10.31234/osf.io/qe6uw_v1,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Nitin Yadav,Mechanistic investigation of electrokinetically-controlled enhanced oil recovery in sandstone and carbonate reservoirs using a tailored cationic gemini surfactant,2026,Scientific Reports,10.1038/s41598-026-69763-1,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"A Survey on Energy Internet: Architecture, Approach, and Emerging Technologies",2017,IEEE Systems Journal,10.1109/jsyst.2016.2639820,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Study on a micro-gas sensor with SnO2–NiO sensitive film for indoor formaldehyde detection,2008,Sensors and Actuators B Chemical,10.1016/j.snb.2008.01.018,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,YOLO-Based Semantic Communication With Generative AI-Aided Resource Allocation for Digital Twins Construction,2023,IEEE Internet of Things Journal,10.1109/jiot.2023.3317629,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Physics-informed data-driven modeling approach for commuting-oriented hybrid powertrain optimization,2023,Energy Conversion and Management,10.1016/j.enconman.2023.117814,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,CloudFAS: Cloud-based building fire alarm system using Building Information Modelling,2022,Journal of Building Engineering,10.1016/j.jobe.2022.104571,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Calculation of oil saturation in clay-rich shale reservoirs: A case study of Qing 1 Member of Cretaceous Qingshankou Formation in Gulong Sag, Songliao Basin, NE China",2022,Petroleum Exploration and Development,10.1016/s1876-3804(23)60354-4,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,MOF-on-MOF-derived hollow tubular ZnFe2O4/Er-ZnO heterojunctions for the efficient degradation of tetracycline by visible light photocatalysis,2024,Applied Surface Science,10.1016/j.apsusc.2024.161634,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Narrow-broadband switchable THz absorber based on graphene and VO 2,2025,Optics Express,10.1364/oe.563708,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Synthesis and Evaluation of Plugging Gel Resistant to 140 °C for Lost Circulation Control: Effective Reduction in Leakage Rate in Drilling Process,2024,Polymers,10.3390/polym16121658,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
