journal_name,journal_raw,publisher,issn,quality_rank,abdc_edition,impact_factor,impact_factor_5yr,jcr_year,sjr,sjr_quartile,h_index,cites_per_doc_2y,scimago_year
Behavioral Research in Accounting,Behavioral Research in Accounting,American Accounting Association,1050-4753; 1558-8009,A,2025,1.8,2.2,2025,0.679,Q2,36,1.83,2025
Accounting and Finance,Accounting and Finance,Wiley,0810-5391; 1467-629X,A,2025,2.6,3.6,2025,0.814,Q1,77,3.53,2025
Abacus,ABACUS,Wiley,0001-3072; 1467-6281,A,2025,1.7,2.8,2025,0.762,Q2,60,3.2,2025
"Environment, Development and Sustainability","Environment, Development and Sustainability",Springer Science+Business Media,1387-585X; 1573-2975,,,4.9,5.0,2025,0.972,Q1,112,6.28,2025
International Journal of Construction Management,International Journal of Construction Management,Taylor & Francis,1562-3599; 2331-2327,B,2025,2.9,4.0,2025,0.945,Q1,62,6.13,2025
International Journal of Sustainable Development,International Journal of Sustainable Development,Inderscience Publishers,0960-1406; 1741-5268,,,,,,0.174,Q4,34,0.66,2025
Asia-Pacific Journal of Accounting and Economics,Asia-Pacific Journal of Accounting and Economics,Taylor & Francis,1608-1625; 2164-2257,B,2025,2.1,1.8,2025,0.459,Q2,33,2.39,2025
Energy Policy,Energy Policy,Elsevier BV,0301-4215; 1873-6777,A,2025,9.3,9.4,2025,2.516,Q1,311,10.11,2025
Smart and Sustainable Built Environment,Smart and Sustainable Built Environment,Emerald Publishing Limited,2046-6099; 2046-6102,C,2025,5.7,5.9,2025,1.198,Q1,46,9.38,2025
Journal of Management in Engineering,Journal of Management in Engineering,American Society of Civil Engineers,0742-597X; 1943-5479; 9742-597X,A,2025,6.0,6.6,2025,1.486,Q1,112,6.4,2025
International Journal of Strategic Property Management,International Journal of Strategic Property Management,Vilnius Gediminas Technical University,1648-715X; 1648-9179,B,2025,1.2,1.6,2025,0.317,Q3,42,1.32,2025
Construction Management and Economics,Construction Management and Economics,Taylor & Francis,0144-6193; 1466-433X,A,2025,3.2,4.0,2025,0.801,Q1,121,4.65,2025
Journal of Financial Management of Property and Construction,Journal of Financial management of property and construction,Emerald Publishing Limited,1366-4387; 1759-8443,C,2025,2.9,2.1,2025,0.43,Q2,35,3.45,2025
International Journal of Project Planning and Finance,International Journal of Project Planning and Finance,,,,,,,,,,,,
Engineering Economist,The Engineering Economist,Taylor & Francis,0013-791X; 1547-2701,C,2025,0.9,0.9,2025,0.203,Q3,37,0.97,2025
JASSA - Journal of the Securities Institute of Australia,JASSA - Journal of the Securities Institute of Australia,Financial Services Institute of Australasia (Finsia),,,,,,,,,,,
Journal of Business Finance & Accounting,Journal of Business Finance and Accounting,Wiley,0306-686X; 1468-5957,A*,2025,2.6,3.5,2025,1.202,Q1,102,3.81,2025
Journal of Financial and Quantitative Analysis,Journal of Financial and Quantitative Analysis,Cambridge University Press,0022-1090; 1756-6916,A*,2025,4.1,5.3,2025,4.404,Q1,164,4.15,2025
Management Science,Management Science,Institute for Operations Research and the Management Sciences,0025-1909; 1526-5501,A*,2025,5.7,7.6,2025,6.428,Q1,321,7.69,2025
The Journal of Finance,Journal of Finance,Wiley,0022-1082; 1540-6261,A*,2025,12.2,12.3,2025,22.27,Q1,386,12.3,2025
The Review of Financial Studies,Review of Financial Studies,Oxford University Press,0893-9454; 1465-7368,A*,2025,7.6,12.7,2025,17.406,Q1,268,8.71,2025
Journal of Economic Theory,Journal of Economic Theory,Elsevier BV,0022-0531; 1095-7235,A*,2025,1.1,1.6,2025,2.842,Q1,124,1.35,2025
Journal of Economic Dynamics and Control,Journal of Economic Dynamics and Control,Elsevier BV,0165-1889; 1879-1743,A*,2025,1.8,2.2,2025,1.324,Q1,110,2.1,2025
Canadian Public Policy / Analyse de Politiques,Canadian Public Policy,University of Toronto Press,0317-0861; 1911-9917,B,2025,1.4,1.7,2025,0.429,Q2,45,1.34,2025
Applied Economics,Applied Economics,Taylor & Francis,0003-6846; 1466-4283,A,2025,2.6,2.5,2025,0.625,Q2,126,3.31,2025
Australian Tax Review,AUSTRALIAN TAX REVIEW,,0311-094X,A,2025,0.1,0.1,2025,,,,,
Weekly Tax Bulletin,Weekly Tax Bulletin,,,,,,,,,,,,
Tax Specialist,The Tax Specialist,,1329-1203,B,2025,,,,,,,,
Tax Notes International,Tax Notes International,Wiley,0024-3590; 1939-5590; 1939-5604,,,3.5,4.6,2025,1.527,Q1,236,3.95,2025
Australian Tax Forum,Australian Tax Forum,12th International Conference on Tax Administration,0812-695X,A*,2025,,,,,,,,
"Australian Tax Forum: a journal of taxation policy, law and reform","Australian Tax Forum: a journal of taxation policy, law and reform",RELX Group (Netherlands),,,,,,,,,,,
Journal of the Australasian Tax Teachers Association,Journal of the Australasian Tax Teachers Association,,1832-911X,B,2025,0.3,0.4,2025,0.134,Q4,6,0.25,2025
Company and Securities Law Journal,COMPANY AND SECURITIES LAW JOURNAL,,0729-2775,A,2025,0.1,0.3,2025,,,,,
Retirement & Estate Planning Bulletin,Retirement & Estate Planning Bulletin,,,,,,,,,,,,
Australian Tax Law Bulletin,Australian Tax Law Bulletin,,2203-9481,C,2025,,,,,,,,
Financial Planning Research Journal,Financial Planning Research Journal,,2206-1355,C,2025,,,,,,,,
CCH Tax Week,CCH Tax Week,,,,,,,,,,,,
Journal of Australian Taxation,Journal of Australian Taxation,,1440-0405,A,2025,,,,0.115,Q4,4,0.06,2025
ConTax - Student Member Newsletter of the Tax Institute,ConTax - Student Member Newsletter of the Tax Institute,,,,,,,,,,,,
eJournal of Tax Research,eJournal of Tax Research,,1448-2398,A,2025,0.3,0.4,2025,0.19,Q4,15,0.65,2025
Revenue Law Journal,Revenue Law Journal,Bond University,1034-7747; 2202-4859,B,2025,,,,,,,,
Goods and Services Tax Journal,Goods and Services Tax Journal,,,,,,,,,,,,
Australian Law Journal,Australian Law Journal,,0004-9611,A,2025,0.2,0.2,2025,,,,,
NSW Law Society Journal,NSW Law Society Journal,,,,,,,,,,,,
Taxation in Australia (Blue Edition),Taxation in Australia (Blue Edition),,,,,,,,,,,,
Taxation in Australia,Taxation in Australia,,0494-8343,C,2025,,,,,,,,
Australian Tax Forum Journal,Australian Tax Forum Journal,,,,,,,,,,,,
GST Today,GST Today,,,,,,,,,,,,
Taxation in Australia: Red Edition,Taxation in Australia: Red Edition,,,,,,,,,,,,
Taxation In Australia (Red Edition),Taxation In Australia (Red Edition),,,,,,,,,,,,
Butterworth's Fringe Benefits Tax Bulletin,Butterworth's Fringe Benefits Tax Bulletin,,,,,,,,,,,,
Butterworth's Capital Gains Tax Circular,Butterworth's Capital Gains Tax Circular,,,,,,,,,,,,
British Tax Review,British Tax Review,,0007-1870,A*,2025,,,,0.174,Q3,5,0.28,2025
Journal of Accounting and Public Policy,Journal of Accounting and Public Policy,Elsevier BV,0278-4254; 1873-2070,A*,2025,2.2,4.1,2025,0.97,Q1,104,2.74,2025
Journal of Accounting Research,Journal of Accounting Research,Wiley,0021-8456; 1475-679X,A*,2025,10.4,10.3,2025,9.774,Q1,186,12.22,2025
Auditing: A Journal of Practice and Theory,Auditing: A journal of Practice and Theory,American Accounting Association,0278-0380; 1558-7991,A*,2025,3.7,4.1,2025,2.32,Q1,111,4.48,2025
Australian Journal of Management,Australian Journal of Management,SAGE Publishing,0312-8962; 1327-2020,A,2025,3.1,5.0,2025,0.778,Q1,57,3.96,2025
Australian Accounting Review,Australian Accounting Review,Wiley,1035-6908; 1835-2561,B,2025,2.8,3.1,2025,0.702,Q2,54,3.1,2025
Managerial Auditing Journal,Managerial Auditing Journal,Emerald Publishing Limited,0268-6902; 1758-7735,A,2025,2.6,3.4,2025,0.676,Q1,83,3.39,2025
Journal of Information Systems,Journal of Information Systems,American Accounting Association,0888-7985; 1558-7959,A,2025,2.9,3.3,2025,0.731,Q1,52,2.83,2025
The Accounting Review,Accounting Review,American Accounting Association,0001-4826; 1558-7967,A*,2025,4.0,7.2,2025,4.403,Q1,217,3.71,2025
International Journal of Auditing,International Journal of Auditing,Wiley,1090-6738; 1099-1123,A,2025,2.7,3.1,2025,0.681,Q1,42,3.19,2025
Eighteenth Century Studies,Eighteenth Century Studies,Johns Hopkins University Press,0013-2586; 1086-315X,,,0.3,0.5,2025,0.12,Q3,31,0.06,2025
Corporate Governance: an international review,Corporate Governance: An International Review,Wiley,0964-8410; 1467-8683,A,2025,5.4,7.3,2025,1.992,Q1,120,8.85,2025
Commercial Law Quarterly,Commercial Law Quarterly,,0819-4262,C,2025,,,,,,,,
Charter,Charter,,,,,,,,,,,,
"Accounting, Organizations and Society",Accounting Organizations and Society,Elsevier BV,0361-3682; 1873-6289,A*,2025,4.5,5.7,2025,3.098,Q1,170,5.0,2025
Management Accounting Research,Management Accounting Research,Elsevier BV,1044-5005; 1096-1224,A*,2025,4.5,5.6,2025,1.625,Q1,109,5.19,2025
British Accounting Review,British Accounting Review,Elsevier BV,0890-8389; 1095-8347,A*,2025,8.0,8.5,2025,1.705,Q1,100,8.33,2025
Accounting Research Journal,Accounting Research Journal,Emerald Publishing Limited,1030-9616; 1839-5465,B,2025,3.3,3.0,2025,0.62,Q2,37,5.11,2025
Managerial and Decision Economics,Managerial and Decision Economics,Wiley,0143-6570; 1099-1468,B,2025,2.7,2.6,2025,0.671,Q2,71,3.28,2025
Journal of Management Accounting Research,Journal of Management Accounting Research,American Accounting Association,1049-2127; 1558-8033,A*,2025,1.5,2.1,2025,1.248,Q1,38,1.91,2025
The European Accounting Review,European Accounting Review,Routledge,0963-8180; 1468-4497,A*,2025,2.2,4.8,2025,2.272,Q1,98,6.0,2025
China Management Accounting Review,China Management Accounting Review,,,,,,,,,,,,
Contemporary Accounting Research,Contemporary Accounting Research,Wiley,0823-9150; 1911-3846,A*,2025,4.9,6.8,2025,3.686,Q1,141,6.37,2025
Journal of International Financial Management and Accounting,Journal of International Financial Management and Accounting,Wiley,0954-1314; 1467-646X,A,2025,5.5,7.1,2025,1.639,Q1,55,6.94,2025
Transportation Research Part A: Policy and Practice,Transportation Research Part A Policy and Practice,Elsevier BV,0965-8564; 1879-2375,A*,2025,7.2,8.5,2025,1.843,Q1,199,7.75,2025
Financial Accountability and Management,Financial Accountability & Management,Wiley,0267-4424; 1468-0408,A,2025,2.3,3.7,2025,1.136,Q1,58,4.33,2025
International Journal of Globalisation and Small Business,International Journal of Globalisation and Small Business,Inderscience Publishers,1753-3627; 1753-3635,,,,,,0.166,Q4,26,0.56,2025
Research in Transportation Economics,Research In Transportation Economics,Elsevier BV,0739-8859; 1875-7979,B,2025,4.2,4.4,2025,0.945,Q1,78,4.5,2025
The Economic and Labour Relations Review,Economic and Labour Relations Review,Cambridge University Press,1035-3046; 1838-2673,B,2025,1.5,1.9,2025,0.458,Q2,33,1.58,2025
Road and Transport Research: A Journal of Australian and New Zealand Research and Practice,Road and Transport Research: A Journal of Australian and New Zealand Research and Practice,,,,,,,,,,,,
International Journal of Accounting Information Science and Leadership,International Journal of Accounting Information Science and Leadership,,,,,,,,,,,,
The Economic Record,The Economic Record,Wiley,0013-0249; 1475-4932,A,2025,0.8,1.3,2025,0.469,Q2,53,1.27,2025
The Australian Economic Review,The Australian Economic Review,Wiley,0004-9018; 1467-8462,B,2025,0.9,1.0,2025,0.292,Q3,37,0.79,2025
International Finance Discussion Paper,International Finance Discussion Paper,,1073-2500; 2767-4509,,,,,,,,,,
Pacific-Basin Finance Journal,Pacific Basin Finance Journal,Elsevier BV,0927-538X; 1879-0585,A,2025,5.4,5.6,2025,1.322,Q1,92,6.12,2025
Australian Journal of Corporate Law,Australian Journal of Corporate Law,,1037-4124,A,2025,,,,,,,,
Journal of Contemporary Accounting and Economics,Journal of Contemporary Accounting & Economics,Elsevier BV,1815-5669; 2352-3298,A,2025,3.3,4.1,2025,0.801,Q2,46,4.18,2025
Accounting Auditing and Accountability Journal,Accounting Auditing and Accountability Journal,Emerald Publishing Limited,0951-3574; 1368-0668; 1758-4205; 2051-3151,A*,2025,2.7,5.1,2025,1.574,Q1,136,4.12,2025
Social and Environmental Accountability Journal,Social and Environmental Accountability Journal,Routledge,0969-160X; 2156-2245,B,2025,,,,0.472,Q3,29,1.86,2025
Energy Economics,Energy Economics,Elsevier BV,0140-9883; 1873-6181,A*,2025,13.5,13.7,2025,3.448,Q1,252,14.6,2025
Mathematics,Mathematics,Multidisciplinary Digital Publishing Institute,2227-7390,,,2.3,2.1,2025,0.497,Q2,99,2.78,2025
Statistics & Probability Letters,Statistics and Probability Letters,Elsevier BV,0167-7152; 1879-2103,B,2025,0.7,0.8,2025,0.421,Q3,79,0.72,2025
International Review of Finance,International Review of Finance,Wiley,1369-412X; 1468-2443,A,2025,2.3,2.2,2025,0.636,Q2,35,2.96,2025
The European Journal of Finance,European Journal of Finance,Taylor & Francis,1351-847X; 1466-4364,A,2025,3.8,4.0,2025,0.998,Q1,61,4.85,2025
The Journal of Futures Markets,Journal of Futures Markets,Wiley,0270-7314; 1096-9934,A,2025,2.8,2.5,2025,0.599,Q2,69,2.93,2025
International Journal of Financial Markets and Derivatives,International Journal of Financial Markets and Derivatives,Inderscience Publishers,1756-7130; 1756-7149,C,2025,,,,,,,,
Journal of Applied Statistical Science,Journal of Applied Statistical Science,,1067-5817,C,2025,,,,,,,,
The Journal of Alternative Investments,The Journal of Alternative Investments,,1520-3255; 2168-8435,B,2025,0.7,0.5,2025,0.243,Q3,28,0.65,2025
Mathematical Finance,Mathematical Finance,Wiley,0960-1627; 1467-9965,A,2025,3.6,2.9,2025,1.761,Q1,92,4.09,2025
Stochastic Processes and their Applications,Stochastic Processes and their Applications,Elsevier BV,0304-4149; 1879-209X,A,2025,1.2,1.4,2025,0.94,Q1,93,1.35,2025
Acta Astronautica,Acta Astronautica,Elsevier BV,0094-5765; 1879-2030,,,3.7,3.9,2025,1.078,Q1,122,4.29,2025
Space Policy,Space Policy,Elsevier BV,0265-9646; 1879-338X,,,2.7,2.6,2025,0.935,Q1,37,3.25,2025
Journal of Empirical Legal Studies,Journal of Empirical Legal Studies,Wiley,1740-1453; 1740-1461,A*,2025,1.1,1.5,2025,0.466,Q1,38,1.14,2025
Resources Policy,Resources Policy,Elsevier BV,0301-4207; 1873-7641,B,2025,,,,2.05,Q1,154,9.31,2025
Palgrave Communications,Palgrave Communications,Palgrave Macmillan,2055-1045; 2662-9992,,,4.8,4.8,2025,0.904,Q1,84,5.68,2025
"Chaos, Solitons and Fractals","Chaos, Solitons and Fractals",Elsevier BV,0960-0779; 1873-2887,,,5.7,5.1,2025,1.123,Q1,185,5.99,2025
International Journal of Mining Science and Technology,International Journal of Mining Science and Technology,Elsevier BV,2095-2686; 2589-062X,,,15.9,12.7,2025,3.052,Q1,94,15.93,2025
International Journal of Geological and Environmental Engineering,International Journal of Geological and Environmental Engineering,,,,,,,,,,,,
Journal of Accounting Literature,JOURNAL OF ACCOUNTING LITERATURE,Emerald,0737-4607; 2452-1469,A,2025,4.8,4.8,2025,0.912,Q2,31,3.8,2025
Review of Accounting Studies,Review of Accounting Studies,Springer Science+Business Media,1380-6653; 1573-7136,A*,2025,5.7,9.9,2025,5.56,Q1,118,8.99,2025
Review of Finance,Review of Finance,Oxford University Press,1382-6662; 1573-692X; 1572-3097; 1875-824X,A*,2025,7.2,10.4,2025,9.87,Q1,91,7.62,2025
Financial Review (US),The Financial Review,Wiley,0732-8516; 1540-6288,A,2025,2.1,2.2,2025,0.56,Q2,57,2.2,2025
Journal of Banking & Finance,Journal of Banking & Finance,Elsevier BV,0378-4266; 1872-6372,A*,2025,4.0,4.7,2025,1.954,Q1,225,5.11,2025
Asia-Pacific Journal of Financial Studies,Asia-Pacific Journal of Financial Studies,Wiley,2041-6156; 2041-9945; 1226-1165,B,2025,1.4,1.9,2025,0.542,Q2,29,1.54,2025
Journal of Corporate Finance,Journal of Corporate Finance,Elsevier BV,0929-1199; 1872-6313,A*,2025,6.9,10.5,2025,2.706,Q1,166,7.97,2025
Journal of Business Ethics,Journal of Business Ethics,Springer Science+Business Media,0167-4544; 1573-0697,A,2025,6.3,9.7,2025,3.138,Q1,304,10.35,2025
Decision Support Systems,Decision Support Systems,Elsevier BV,0167-9236; 1873-5797,A*,2025,7.5,8.2,2025,2.079,Q1,203,9.06,2025
Harvard Business Review,Harvard Business Review,,0017-8012,A,2025,6.2,9.0,2025,0.356,Q3,221,1.22,2025
Research in International Business and Finance,Research in International Business and Finance,Elsevier BV,0275-5319; 1878-3384,A,2025,7.6,7.0,2025,1.509,Q1,99,9.31,2025
Journal of Financial Economics,Journal of Financial Economics,Elsevier BV,0304-405X; 1879-2774,A*,2025,8.8,15.8,2025,18.748,Q1,355,8.99,2025
Finance Research Letters,Finance Research Letters,Elsevier BV,1544-6123; 1544-6131,A,2025,7.1,7.2,2025,1.672,Q1,143,8.17,2025
Quarterly Journal of Finance,Quarterly Journal of Finance,World Scientific,2010-1392; 2010-1406,A,2025,0.7,0.9,2025,0.484,Q2,28,0.72,2025
Annals of Operations Research,Annals of Operations Research,Springer Science+Business Media,0254-5330; 1572-9338,A,2025,4.1,4.9,2025,1.166,Q1,143,6.13,2025
Review of Quantitative Finance and Accounting,Review of Quantitative Finance and Accounting,Springer Science+Business Media,0924-865X; 1573-7179,B,2025,2.2,2.2,2025,0.7,Q2,63,3.24,2025
Journal of Real Estate Finance and Economics,Journal of Real Estate Finance and Economics,Springer Science+Business Media,0895-5638; 1573-045X,A,2025,2.1,2.3,2025,0.882,Q1,78,3.01,2025
Mathematical Social Sciences,Mathematical Social Sciences,Elsevier BV,0165-4896; 1879-3118,A,2025,0.7,0.7,2025,0.249,Q3,46,0.71,2025
European Financial Management,European Financial Management,Wiley,1354-7798; 1468-036X,A,2025,4.2,4.1,2025,1.188,Q1,82,5.58,2025
Accounting Horizons,Accounting Horizons,American Accounting Association,0888-7993; 1558-7975,A,2025,2.5,3.4,2025,1.361,Q1,98,3.31,2025
Environmental Research Letters,Environmental Research Letters,IOP Publishing,1748-9326,,,5.4,7.2,2025,1.933,Q1,222,5.15,2025
Qualitative Research in Accounting and Management,Qualitative Research in Accounting and Management,Emerald Publishing Limited,1176-6093; 1758-7654,A,2025,2.8,2.9,2025,1.027,Q1,42,3.7,2025
FOOD CONTROL,FOOD CONTROL,Elsevier BV,0956-7135; 1873-7129,,,7.0,6.6,2025,1.19,Q1,186,8.1,2025
Environmental Research Climate,Environmental Research Climate,IOP Publishing,2752-5295,,,4.6,5.8,2025,1.798,Q1,18,4.38,2025
Nature Climate Change,Nature Climate Change,Nature Portfolio,1758-678X; 1758-6798,,,26.9,35.6,2025,7.978,Q1,322,11.93,2025
DEUTSCHE LEBENSMITTEL-RUNDSCHAU,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,,,,,,,,,,,,
SURFACE AND INTERFACE ANALYSIS,SURFACE AND INTERFACE ANALYSIS,Wiley,0142-2421; 1096-9918,,,2.7,2.1,2025,0.454,Q2,106,2.38,2025
Review of Corporate Finance Studies,Review of Corporate Finance Studies,Oxford University Press,2046-9128; 2046-9136,A*,2025,2.0,5.1,2025,3.738,Q1,30,3.22,2025
International Review of Financial Analysis,International Review of Financial Analysis,Elsevier BV,1057-5219; 1873-8079,A,2025,10.2,10.3,2025,2.373,Q1,129,11.33,2025
Journal of Empirical Finance,Journal of Empirical Finance,Elsevier BV,0927-5398; 1879-1727,A,2025,2.5,2.6,2025,1.139,Q1,101,3.05,2025
"Journal of International Financial Markets, Institutions and Money",Journal of International Financial Markets Institutions and Money,Elsevier BV,1042-4431; 1873-0612,A,2025,6.0,5.7,2025,1.389,Q1,94,7.71,2025
Current Issues in Auditing,Current Issues in Auditing,American Accounting Association,1936-1270,B,2025,0.7,0.9,2025,0.322,Q3,22,1.06,2025
"International Journal of Accounting, Auditing and Performance Evaluation","International Journal of Accounting, Auditing and Performance Evaluation",Inderscience Publishers,1740-8008; 1740-8016,C,2025,,,,0.226,Q3,22,2.25,2025
Afro-Asian Journal of Finance and Accounting,Afro-Asian Journal of Finance and Accounting,Inderscience Publishers,1751-6447; 1751-6455,C,2025,,,,0.155,Q4,17,0.67,2025
Asian Review of Accounting,Asian Review of Accounting,Emerald Publishing Limited,1321-7348; 1758-8863,B,2025,3.3,2.7,2025,0.556,Q2,38,4.6,2025
Journal of Accounting and Management Information Systems,Journal of Accounting and Management Information Systems,,,,,,,,,,,,
INTERNATIONAL JOURNAL OF PHARMACOLOGY,INTERNATIONAL JOURNAL OF PHARMACOLOGY,Asian Network for Scientific Information,1811-7775; 1812-5700,,,0.7,0.5,2025,,,,,
IUP Journal of Accounting Research & Audit Practices,IUP Journal of Accounting Research & Audit Practices,,0972-690X,C,2025,,,,,,,,
Capital Markets Law Journal,Capital Markets Law Journal,Oxford University Press (OUP),1750-7227,A,2025,0.8,0.8,2025,0.674,Q1,14,1.65,2025
Statute Law Review,Statute Law Review,Oxford University Press,0144-3593; 1464-3863,A,2025,0.6,0.5,2025,0.271,Q2,16,0.78,2025
R&D Management,R and D Management,Wiley,0033-6807; 1467-9310,A,2025,5.0,6.4,2025,1.839,Q1,127,7.07,2025
Journal of International Money and Finance,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,Elsevier BV,0261-5606; 1873-0639,A,2025,3.6,3.9,2025,1.364,Q1,126,4.2,2025
Strategic Management Journal,Strategic Management Journal,Wiley,0143-2095; 1097-0266,A*,2025,7.6,12.6,2025,10.154,Q1,370,10.85,2025
Journal of Corporate Law Studies,Journal of Corporate Law Studies,Taylor & Francis,1473-5970; 1757-8426,A,2025,2.4,2.0,2025,0.676,Q1,16,1.97,2025
Journal of International Business Studies,Journal of International Business Studies,Palgrave Macmillan,0047-2506; 1478-6990,A*,2025,10.2,13.3,2025,4.454,Q1,254,10.07,2025
German Law Journal,German Law Journal,,,,,,,,,,,,
Legisprudence,Legisprudence,Taylor & Francis,1752-1467; 1752-1475,,,,,,,,,,
Journal of Financial Intermediation,Journal of Financial Intermediation,Elsevier BV,1042-9573; 1096-0473,A*,2025,2.4,4.1,2025,2.275,Q1,101,2.97,2025
European Business Organization Law Review,European Business Organization Law Review,Springer Science+Business Media,1566-7529; 1741-6205,B,2025,1.3,3.6,2025,0.88,Q1,37,2.77,2025
Legal Issues of Economic Integration,Legal Issues of Economic Integration,,1566-6573; 0377-0915,A,2025,0.9,0.8,2025,0.43,Q2,19,1.16,2025
Monash University Law Review,Monash University Law Review,,0311-3140,A,2025,0.6,0.6,2025,,,,,
Legisprudence:International Journal for the Study of Legislation,Legisprudence:International Journal for the Study of Legislation,,,,,,,,,,,,
Pacific Accounting Review,Pacific Accounting Review,Emerald Publishing Limited,0114-0582; 2041-5494,B,2025,2.1,2.3,2025,0.521,Q2,40,2.84,2025
Journal of Scholarly Publishing,Journal of Scholarly Publishing,University of Toronto Press,1198-9742; 1710-1166,,,1.0,1.0,2025,0.266,Q2,23,1.0,2025
Issues in Accounting Education,Issues in Accounting Education,American Accounting Association,0739-3172; 1558-7983,A,2025,2.1,2.3,2025,0.502,Q2,36,2.26,2025
China Finance Review International,China Finance Review International,Emerald Publishing Limited,2044-1398; 2044-1401,A,2025,10.8,7.6,2025,1.818,Q1,33,8.58,2025
BMJ CASE REPORTS,BMJ CASE REPORTS,BMJ,1757-790X,,,0.4,0.6,2025,0.2,Q4,48,0.42,2025
NUCLEAR MEDICINE AND BIOLOGY,NUCLEAR MEDICINE AND BIOLOGY,Elsevier BV,0969-8051; 1872-9614,,,3.1,3.3,2025,0.748,Q2,103,2.62,2025
MACROMOLECULES,MACROMOLECULES,American Chemical Society,0024-9297; 1520-5835,,,5.7,5.5,2025,1.257,Q1,356,5.4,2025
Economic Policy: a European forum,Economic Policy,Oxford University Press,0266-4658; 1468-0327,A,2025,4.8,5.8,2025,2.885,Q1,99,1.33,2025
ACTUALITE ECONOMIQUE,ACTUALITE ECONOMIQUE,,,,,,,,,,,,
Advances in Accounting,Advances in Accounting,Elsevier BV,0882-6110; 2590-1699,A,2025,1.1,1.7,2025,0.431,Q2,49,1.63,2025
"Journal of International Accounting, Auditing and Taxation",Journal of International Accounting Auditing and Taxation,Elsevier BV,1061-9518; 1879-1603,B,2025,3.7,3.8,2025,0.892,Q2,58,4.27,2025
Journal of Corporate Accounting and Finance,Journal of Corporate Accounting and Finance,Wiley,1044-8136; 1097-0053,B,2025,1.3,1.6,2025,0.421,Q2,27,2.04,2025
SCHMALENBACH BUSINESS REVIEW,SCHMALENBACH BUSINESS REVIEW,Springer Science+Business Media,1439-2917; 2194-072X,,,,,,,,,,
Journal of International Accounting Research,Journal of International Accounting Research,American Accounting Association,1542-6297; 1558-8025,A,2025,1.9,1.7,2025,0.526,Q2,34,1.98,2025
The International Journal of Accounting,INTERNATIONAL JOURNAL OF ACCOUNTING,Elsevier BV,0020-7063; 1094-4060; 1879-2251; 2213-3933,A,2025,2.2,2.4,2025,0.436,Q2,75,1.71,2025
Corporate Ownership and Control,Corporate Ownership and Control,Virtus Interpress,1810-3057; 1727-9232; 1810-0368,,,,,,,,,,
Indian Accounting Review,Indian Accounting Review,,,,,,,,,,,,
International Journal of Accounting Information Systems,International Journal of Accounting Information Systems,Elsevier BV,1467-0895; 1873-4723,A,2025,7.4,7.7,2025,1.747,Q1,74,12.21,2025
The Sydney Law Review,The Sydney Law Review,,0082-0512,A*,2025,0.6,0.8,2025,0.144,Q3,9,0.58,2025
Steuer und Wirtschaft - StuW,Steuer und Wirtschaft - StuW,Verlag Dr. Otto Schmidt,0341-2954; 2366-1461,,,,,,,,,,
World Tax Journal,World Tax Journal,,1878-4917,B,2025,0.7,,2025,0.943,Q1,11,0.78,2025
University of New South Wales Law Journal,University of New South Wales Law Journal,,0313-0096,A,2025,1.4,1.3,2025,0.253,Q2,16,1.04,2025
Thomson Reuters ASEAN Tax Bulletin,Thomson Reuters ASEAN Tax Bulletin,,,,,,,,,,,,
Thomson Reuters Weekly Tax Bulletin,Thomson Reuters Weekly Tax Bulletin,,,,,,,,,,,,
Journal of Financial Markets,Journal of Financial Markets,Elsevier BV,1386-4181; 1878-576X,A*,2025,2.5,2.5,2025,1.544,Q1,77,2.7,2025
Teaching and Learning Inquiry,Teaching and Learning Inquiry,University of Calgary,2167-4779; 2167-4787,,,2.3,2.0,2025,0.76,Q1,27,3.2,2025
Health Policy,Health Policy,Elsevier BV,0168-8510; 1872-6054,A,2025,4.7,4.1,2025,1.44,Q1,117,4.85,2025
Australasian Journal on Ageing,Australasian Journal on Ageing,Wiley,0726-4240; 1440-6381; 1741-6612,B,2025,1.8,1.9,2025,0.641,Q1,53,1.74,2025
Australian Health Review,Australian Health Review,CSIRO Publishing,0156-5788; 1449-8944,,,1.3,1.5,2025,0.428,Q3,63,1.08,2025
Journal of Management Control,Journal of Management Control,Springer Science+Business Media,2191-4761; 2191-477X,A,2025,3.4,5.0,2025,0.922,Q1,37,4.4,2025
Journal of Accounting and Economics,Journal of Accounting and Economics,Elsevier BV,0165-4101; 1879-1980,A*,2025,7.8,10.3,2025,8.748,Q1,207,8.48,2025
Journal of Accounting Auditing and Finance,Journal of Accounting Auditing and Finance,SAGE Publishing,0148-558X; 2160-4061,A,2025,1.3,2.1,2025,0.965,Q1,68,1.91,2025
Australasian Marketing Journal,Australasian Marketing Journal,SAGE Publishing,1441-3582; 1839-3349,A,2025,8.4,7.3,2025,1.076,Q1,67,4.31,2025
Canadian Tax Journal,Canadian Tax Journal,,0008-5111,A*,2025,,,,0.217,Q3,5,0.34,2025
European Journal of Marketing,European Journal of Marketing,Emerald Publishing Limited,0309-0566; 1758-7123,A*,2025,5.9,6.7,2025,2.266,Q1,173,8.37,2025
British Journal of Management,British Journal of Management,Wiley,1045-3172; 1467-8551,A*,2025,6.5,7.5,2025,2.694,Q1,149,9.98,2025
Korean Accounting Journal,Korean Accounting Journal,,,,,,,,,,,,
