researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,volume,pages,publisher,abdc_self_reported,citation_percentile,source
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Equity Trading Activity and Treasury Bond Risk Premia,Journal of Financial and Quantitative Analysis,2023,Journal articles,10.1017/S0022109022000497,http://dx.doi.org/10.1017/S0022109022000497,Sojli E; Tham WW; Schraeder S; Subrahmanyam A,58,pp. 677 - 677,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Deleting unreported innovation,Journal of Financial and Quantitative Analysis,2022,Journal articles,10.1017/S0022109021000764,http://dx.doi.org/10.1017/S0022109021000764,Koh P-S; Reeb D; Sojli E; Tham WW; Wang W,57,pp. 2324 - 2324,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,COVID-19 restrictions and age-specific mental health—U.S. probability-based panel evidence,Translational Psychiatry,2021,Journal articles,10.1038/s41398-021-01537-x,http://dx.doi.org/10.1038/s41398-021-01537-x,Sojli E; Tham WW; Bryant R; McAleer M,11,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Quoting activity and the cost of capital,Journal of Financial and Quantitative Analysis,2021,Journal articles,10.1017/S002210902000071X,http://dx.doi.org/10.1017/S002210902000071X,Sojli E; Tham WW; Ioanid R,56,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Common Mental Disorders and Economic Uncertainty: Evidence from the COVID-19 Pandemic in the U.S.,Plos One,2021,Journal articles,10.1371/journal.pone.0260726,http://dx.doi.org/10.1371/journal.pone.0260726,Tham WW; Sojli E; Bryant R; McAleer M,16,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Cross-Sided Liquidity Externalities,Management Science,2018,Journal articles,10.1287/mnsc.2016.2658,http://dx.doi.org/10.1287/mnsc.2016.2658,Tham WW; sojli E; Skjeltorp J,,pp. 2473 - 2972,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Foreign political connections,Journal of International Business Studies,2017,Journal articles,10.1057/s41267-016-0059-3,http://dx.doi.org/10.1057/s41267-016-0059-3,Sojli E; Tham WW,48,pp. 244 - 266,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Toxic Arbitrage,The Review Of Financial Studies,2017,Journal articles,10.1093/rfs/hhw103,http://dx.doi.org/10.1093/rfs/hhw103,Tham WW; Kozhan R; Foucault T,,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Flashes of Trading Intent at NASDAQ,Journal of Financial and Quantitative Analysis,2016,Journal articles,10.1017/S0022109016000028,http://dx.doi.org/10.1017/S0022109016000028,Skjeltorp JA; Sojli E; Tham WW,51,pp. 165 - 196,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Divided governments and futures prices,Journal of Econometrics,2015,Journal articles,10.1016/j.jeconom.2015.02.043,http://dx.doi.org/10.1016/j.jeconom.2015.02.043,Sojli E; Tham WW,187,pp. 622 - 633,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Execution risk in high-frequency arbitrage,Management Science,2012,Journal articles,10.1287/mnsc.1120.1541,http://dx.doi.org/10.1287/mnsc.1120.1541,Kozhan R; Tham WW,58,pp. 2131 - 2149,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Non-Standard Errors,,2023,Preprints,,,Menkveld AJ; Dreber A; Holzmeister F; Huber J; Johanneson M; Kirchler M; Razen M; Weitzel U; Abad D; Abudy MM; Adrian T; Ait-Sahalia Y; Akmansoy O; Alcock J; Alexeev V; Aloosh A; Amato L; Amaya D; Angel JJ; Bach A; Baidoo E; Bakalli G; Barbon A; Bashchenko O; Bindra PC; Bjonnes GH; Black JR; Black BS; Bohorquez S; Bondarenko O; Bos CS; Bosch-Rosa C; Bouri E; Brownlees CT; Calamia A; Cao VN; Capelle-Blancard G; Capera L; Caporin M; Carrion A; Caskurlu T; Chakrabarty B; Chernov M; Cheung WMY; Chincarini LB; Chordia T; Chow SC; Clapham B; Colliard J-E; Comerton-Forde C; Curran E; Dao T; Dare W; Davies RJ; De Blasis R; De Nard G; Declerck F; Deev O; Degryse H; Deku S; Desagre C; Van Dijk MA; Dim C; Dimpfl T; Dong YJ; Drummond P; Dudda T; Dumitrescu A; Dyakov T; Dyhrberg AH; Dzieliński M; Eksi A; El Kalak I; ter Ellen S; Eugster N; Evans MDD; Farrell M; Félez-Viñas E; Ferrara G; FERROUHI EM; Flori A; Fluharty-Jaidee J; Foley S; Fong KYL; Foucault T; Franus T; Franzoni FA; Frijns B; Frömmel M; Fu S; Füllbrunn S; Gan B; Gehrig T; Gerritsen D; Gil-Bazo J; Glosten LR; Gomez T; Gorbenko A; Güçbilmez U; Grammig J; Gregoire V; Hagströmer B; Hambuckers J; Hapnes E; Harris JH; Harris L; Hartmann S; Hasse J-B; Hautsch N; He X-ZT; Heath D; Hediger S; Hendershott TJ; Hibbert AM; Hjalmarsson E; Hoelscher S; Hoffmann P; Holden CW; Horenstein AR; Huang W; Huang D; Hurlin C; Ivashchenko A; Iyer SR; Jahanshahloo H; Jalkh N; Jones CM; Jurkatis S; Jylha P; Kaeck A; Kaiser G; Karam A; Karmaziene E; Kassner B; Kaustia M; Kazak E; Kearney F; van Kervel V; Khan S; Khomyn M; Klein T; Klein O; Klos A; Koetter M; Krahnen JP; Kolokolov A; Korajczyk RA; Kozhan R; Kwan A; Lajaunie Q; Lam FYEC; Lambert M; Langlois H; Lausen J; Lauter T; Leippold M; Levin V; Li Y; Li MH; Liew CY; Lindner T; Linton OB; Liu J; Liu A; Llorente-Alvarez J-G; Lof M; Lohr A; Longstaff FA; Lopez-Lira A; Mankad S; Mano N; Marchal A; Martineau C; Mazzola F; Meloso DC; Mihet R; Mohan V; Moinas S; Moore D; Mu L; Muravyev D; Murphy D; Neszveda G; Neumeier C; Nielsson U; Nimalendran M; Nolte S; Nordén LL; O'Neill P; Obaid K; Ødegaard BA; Östberg P; Painter M; Palan S; Palit I; Park A; Pascual Gascó R; Pasquariello P; Pastor L; Patel V; Patton AJ; Pearson ND; Pelizzon L; Pelster M; Pérignon C; Pfiffer C; Philip R; Plíhal T; Prakash P; Press O-A; Prodromou T; Putnins TJ; Raizada G; Rakowski DA; Ranaldo A; Regis L; Reitz S; Renault T; Wang R; Renò R; Riddiough S; Rinne K; Rintamäki P; Riordan R; RITTMANNSBERGER T; Rodríguez Longarela I; Rösch D; Rognone L; Roseman B; Rosu I; Roy S; Rudolf N; Rush S; Rzayev K; Rzeźnik A; Sanford A; Sankaran H; Sarkar A; Sarno L; Scaillet O; Scharnowski S; Schenk-Hoppé KR; Schertler A; Schneider M; Schroeder F; Schürhoff N; Schuster P; Schwarz MA; Seasholes MS; Seeger N; Shachar O; Shkilko A; Shui J; Sikic M; Simion G; Smales LA; Söderlind P; Sojli E; Sokolov K; Spokeviciute L; Stefanova D; Subrahmanyam MG; Neusüss S; Szaszi B; Talavera O; Tang Y; Taylor N; Tham WW; Theissen E; Thimme J; Tonks I; Tran H; Trapin L; Trolle AB; Vaduva M; Valente G; Van Ness RA; Vasquez A; Verousis T; Verwijmeren P; Vilhelmsson A; Vilkov G; Vladimirov V; Vogel S; Voigt S; Wagner W; Walther T; Weiss P; van der Wel M; Werner IM; Westerholm PJ; Westheide C; Wipplinger E; Wolf M; Wolff CCP; Wolk L; Wong WK; Wrampelmeyer J; Wu Z-X; Xia S; Xiu D; Xu K; Xu C; Yadav PK; Yagüe J; Yan C; Yang A; Yoo W; Yu W; Yu S; Yueshen BZ; Yuferova D; Zamojski M; Zareei A; Zeisberger S; Zhang S; Zhang X; Zhong Z; Zhou ZI; Zhou C; Zhu X; Zoican M; Zwinkels RCJ; Chen J; Duevski T; Gao G; Gemayel R; Gilder D; Kuhle P; Pagnotta E; Pelli M; Sö nksen J; Zhang L; Ilczuk K; Bogoev D; Qian Y; Wika HC; Yu Y; Zhao L; Mi M; Bao L,,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Leveraging Artificial Intelligence Technology for Mapping Research to Sustainable Development Goals: A Case Study,,2023,Preprints,10.48550/arxiv.2311.16162,http://dx.doi.org/10.48550/arxiv.2311.16162,Yin H; Aryani A; Lambert G; White M; Salvador-Carulla L; Sadiq S; Sojli E; Boddy J; Murray G; Tham WW,,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Study of surface profile measurement using a CD optical pickup head,Proceedings of SPIE the International Society for Optical Engineering,2001,Conference Papers,10.1117/12.447370,http://dx.doi.org/10.1117/12.447370,Zhong ZW; Tham WW,,pp. 48 - 53,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Commute Time and Labor Supply,,,Preprints,10.2139/ssrn.3171271,http://dx.doi.org/10.2139/ssrn.3171271,Agarwal S; Sojli E; Tham WW,,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Time-varying Group Unobserved Heterogeneity in Finance,,,Preprints,10.2139/ssrn.4816969,http://dx.doi.org/10.2139/ssrn.4816969,Leng X; Sojli E; Tham WW; Wang W,,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,"Advanced Manufacturing, Product Innovations, Productivity and Growth",,,Preprints,10.2139/ssrn.4104903,http://dx.doi.org/10.2139/ssrn.4104903,Liu L; Sojli E; Tham WW,,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,CEO Experience and Value Creation: Evidence from Green Lab Locations,,,Preprints,10.2139/ssrn.4568809,http://dx.doi.org/10.2139/ssrn.4568809,Liu L; Sojli E; Tham WW,,,,,,UNSW staff profile
Wing Wah Tham,https://www.unsw.edu.au/staff/wing-wah-tham,UNSW Sydney,Finance,Divided Governments and Asset Prices,,,Preprints,10.2139/ssrn.2263853,http://dx.doi.org/10.2139/ssrn.2263853,Sojli E; Tham WW,,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Globalization and Emerging Issues in Trade Theory and Policy,,2008,Books,,http://books.emeraldinsight.com/display.asp?K=9781846639623,,,,Emerald Group Publishing,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Non-commercial losses-evaluation of compliance and administrative costs,,2004,Books,,,Evans CC; Tran-Nam B; Payne GL; Massey D,,,"Atax, Faculty of Law, UNSW",,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The tax compliance costs of small and medium-sized businesses,,2004,Books,,,Evans CC; Tran-Nam B,,,"Atax, Faculty of Law, UNSW",,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Vietnamese Economy: Awakening the Dominant Dragon,,2003,Books,,,,,,Routledge Curzon,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,What can be done to rural Vietnam??,,2003,Books,,,,,,"Siagon Economic Times, Ho Chi Minh Publishing House and VAPEC",,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Vietnam`s Current Economic Policy Issues: Challenges of Integration,,2002,Books,,,,,,"Saigon Economic Times, Ho Chi Minh Publishing House and VAPEC",,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax reform and the GST: an international perspective,,1998,Books,,,,,,Prospect Media,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,A Report into Taxpayer Costs of Compliance,,1997,Books,,,Evans CC; Ritchie KA; Tran-Nam B; Walpole M,,,AGPS,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Twenty Years since GST Reform in Australia: A Critical Assessment,"Taxing Income and Consumption: The Development of International Tax Law and Policy,",2024,Book Chapters,10.4337/9781035344598.00012,http://dx.doi.org/10.4337/9781035344598.00012,Tran-Nam B; Mahmoud Abdellatif,,,Edward Elgar,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,An Overview,Government Incentives for Innovation and Entrepreneurship An International Experience,2022,Book Chapters,,,Abdellatif M; Tran-Nam B; Ranga M; Hodzic S,,,Springer Nature,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,An Overview,Government Incentives for Innovation and Entrepreneurship,2022,Book Chapters,10.1007/978-3-031-10119-9_1,http://dx.doi.org/10.1007/978-3-031-10119-9_1,Abdellatif M; Tran-Nam B; Ranga M; Hodzic S,,pp. 3 - 11,Springer Nature,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax vs Non-Tax Incentives to Stimulate Innovation and Entrepreneurship: An International Perspective,Government Incentives for Innovation and Entrepreneurship An International Experience,2022,Book Chapters,,,Abdellatif M; Tran-Nam B,,,Springer Nature,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Preface,Government Incentives for Innovation and Entrepreneurship: An International Experience,2022,Book Chapters,,,Abdellatif MM; Tran-Nam B; Ranga M; Hodžić S,,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Australia's Tax Reform Experience: Lessons for Malaysia,"Malaysia's Taxation System Contemporary Practices, Issues and Future Direction",2020,Book Chapters,,https://press.sunway.edu.my/books/Malaysia-Taxation-System,Tran-Nam B,,pp. 240 - 270,Sunway University Press,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Overview of Tax Complexity and Tax Simplification: A Critical Review of Concepts and Issues,Tax Simplification: An African Perspective,2019,Book Chapters,,,Tran-Nam B; Oguttu A; Mandy K,,pp. 8 - 38,Pretoria University Law Press,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Adoption of BEPS in Vietnam,Tax Design and Administration in a Post-BEPS Era: Key Reform Measures in 18 Jurisdictions,2019,Book Chapters,,https://www.amazon.com/Tax-Design-Administration-Post-Beps-Jurisdictions/dp/190620148X,Tran-Nam B,,pp. 327 - 344,Fiscal Publication,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Goods and Service Tax (GST): The Public Value of a Contested Reform,Successful Public Policy: Lessons from Australia and New Zealand,2019,Book Chapters,10.22459/SPP.2019,http://dx.doi.org/10.22459/SPP.2019,Tran-Nam B,,pp. 236 - 255,ANU Press,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Goods and Services Tax (GST): The public value of a contested reform,SUCCESSFUL PUBLIC POLICY: LESSONS FROM AUSTRALIA AND NEW ZEALAND,2019,Book Chapters,,,Tran-Nam B,,pp. 235 - 255,AUSTRALIAN NATL UNIV,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Time-consuming Consumption: Origin, Interpretation and Implications",Modern Issues  of International Trade Theory,2019,Book Chapters,,http://www.keisoshobo.co.jp/book/b439132.html,Tran-Nam B,,pp. 17 - 51,Keiso Shobo Publishing,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,A General Equilibrium Model in Which Consumption Takes Time,Recent Developments in Normative Trade Theory and Welfare Economics,2018,Book Chapters,,https://www.springer.com/gp/book/9789811086144,Le-Van C; Nguyen T-D-H; Pham-Ngoc S; Tran-Nam B,,pp. 97 - 124,Springer,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Introduction,New Frontiers in Regional Science Asian Perspectives,2018,Book Chapters,10.1007/978-981-10-8615-1_1,http://dx.doi.org/10.1007/978-981-10-8615-1_1,Tran-Nam B; Tawada M; Okawa M,,pp. 1 - 12,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Introduction,New Frontiers in Regional Science: Asian Perspectives,2018,Book Chapters,10.1007/978-981-10-8615-1_1,http://dx.doi.org/10.1007/978-981-10-8615-1_1,Tran-Nam B; Tawada M; Okawa M,,pp. 1 - 12,Springer Singapore,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Introduction,Recent Developments in Normative Trade Theory and Welfare Economics,2018,Book Chapters,,https://www.springer.com/gp/book/9789811086144,Tran-Nam B; Tawada M; Okawa M,,pp. 1 - 12,Springer,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Time Allocation Under Autarky and Free Trade in the Presence of Time-Consuming Consumption,New Frontiers in Regional Science Asian Perspectives,2018,Book Chapters,10.1007/978-981-10-8615-1_6,http://dx.doi.org/10.1007/978-981-10-8615-1_6,Tran-Nam B,,pp. 77 - 95,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Time Allocation under Autarky and Free Trade When Consumption Is Time Consuming,Recent Developments in Normative Trade Theory and Welfare Economics,2018,Book Chapters,,https://www.springer.com/gp/book/9789811086144,Tran-Nam B,,pp. 77 - 95,Srpinger,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax complexity,Comparative Taxation Why Tax Systems Differ:,2017,Book Chapters,,http://www.accountingeducation.com/subsites/fiscalpublications/comparativetax/onlineorderform.cfm,Evans C; Tran-Nam B,,pp. 207 - 236,Fiscal Publications,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Tax Compliance, Tax Morale and Corporate Tax Noncompliance",Tax Justice and the Protection of Human Rights: Festschrift in Honour of Professor Keh-Chang Gee,2016,Book Chapters,,,Tran-Nam B,,pp. 1013 - 1036,New Academia Publishing,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax Reform and Tax Simplification: Conceptual and Measurement Issues and Australian Experiences,The Complexities of Tax Simplification: Experiences From Around the World,2016,Book Chapters,10.1057/9781137478696_2,http://dx.doi.org/10.1057/9781137478696_2,Tran-Nam B,,pp. 11 - 44,Palgrave Macmillan,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Measuring tax compliance costs: Evidence from Australia,Tax Simplification,2015,Book Chapters,,,Evans C; Tran-Nam B; Lignier P,,pp. 121 - 140,Wolters Kluwer Law and Business,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,An Integrated Approach to the Economic Measurement of the Costs of Tax Complexity,Tax Simplification,2015,Book Chapters,,,Tran-Nam B,,pp. 1 - 384,Kluwer Law International,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Australia,"Prefilled Personal Income Tax Returns: A Comparative Analysis of Australia, Belgium, California, Québec, and Spain",2011,Book Chapters,,http://www.fraserinstitute.org/uploadedFiles/fraser-ca/Content/research-news/research/publications/prefilled-personal-income-tax-returns.pdf,Evans CC; Tran-Nam B,,pp. 1 - 22,Fraser Institute,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Humboldt ideals in Australian universities: Lessons for Vietnam,200 Years of Humboldt University (1810−2010): International and Vietnamese Experiences,2011,Book Chapters,,http://nxbtrithuc.com.vn/diem-sach/80-dai-hoc-humboldt-200-nam-1810-2011-kinh-nghiem-the-gioi-va-viet-nam,Tran-Nam B; Nguyen DH,,pp. 371 - 396,Tri Thuc Publication House,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The equity dimension in university reform,Khi Rong Muon Thuc Day: Loay Hoay Voi Mo Hinh Kinh Te sau Doi Moi  (When the Dragon Is Awakening: Struggling with Post-Reform Economic Model),2011,Book Chapters,,http://www.nhasachkienthuc.com/nhan-su-viec-lam/4806-khi-rong-muon-thuc-day.html,Tran-Nam B,,pp. 407 - 418,Social Labour Publication House,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Introduction,International Tax Administration:  Building Bridges,2010,Book Chapters,,,Datt KH; Tran-Nam B; Bain KE,,pp. 7 - 12,CCH,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,On Trade Gains and International Disparities in Factor Proportions,Trade and Economic Dynamics: Essays in Memory of Koji Shimomura,2009,Book Chapters,,,Tran-Nam B; Kemp MC,,pp. 13 - 18,Springer-Verlag,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Small Business Tax Law Complexity in Australia,Tax Administration: Safe Harbours and New Horizons,2008,Book Chapters,,,Tran-Nam B; Karlinsky S,,pp. 321 - 348,Fiscal Publications,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Introduction,Globalization and Emerging Issues in Trade Theory and Policy,2008,Book Chapters,10.1016/s1574-8715(08)05023-9,http://dx.doi.org/10.1016/s1574-8715(08)05023-9,Tran-Nam B; Van Long N; Tawada M,,pp. xv - xviii,Emerald,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The contribution of Murray Kemp to the discipline of international trade and welfare economics,Globalization and Emerging Issues in Trade Theory and Policy,2008,Book Chapters,,http://books.emeraldinsight.com/display.asp?K=9781846639623,Tran-Nam B,,pp. 165 - 191,Emerald Group Publishing,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Vietnam: Preparations for WTO Membership,Southeast Asian Affairs,2007,Book Chapters,,,Tran-Nam B,,pp. 398 - 412,Institute of Southeast Asian Studies,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Welfare Implications of Exogenous Techincal Progress in a Closed Economy Incorporating Overlapping Generations,"Some Issues on Modern International Trade: Environment, Foreign Aid, International Factor Movement and Imperfect Competition",2007,Book Chapters,,,Tran-Nam B,,pp. 24 - 37,"Institute of Economics, Chukyo University",,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax Simplification: Exploring the Implications of the Removal of Work-Related Deductions,Further Global Challenges in Tax Administration,2006,Book Chapters,,,Tran-Nam B; Vu LH,,pp. 395 - 414,Fiscal Publications,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The role of mathematics in economics,Festschrift for Professor Dang Dinh Ang,2006,Book Chapters,,,Tran-Nam B,,,Tri Thuc Publication House,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Compliance Costs of the GST to Small Business: Some Preliminary Results Based on a Case Study Approach,Further Global Challenges in Tax Administration,2005,Book Chapters,,,Tran-Nam B; Glover J,,pp. 288 - 302,Fiscal Publications,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Globalization, Trade Liberalization and Economic Growth: The case of Vietnam",Economic Globalization in Asia,2005,Book Chapters,,,Tran-Nam B,,pp. 170 - 184,Ashgate,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Small Business, tax reform and tax compliance costs",Tax Administration: Current Issues and Future Developments,2003,Book Chapters,,,Glover J; Tran-Nam B,,pp. 201 - 219,Timebase,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Economic openness and the gains from international trade and investment: The case of Vietnam,The Vietnamese Economy: Awakening the Dominant Dragon,2003,Book Chapters,,,Tran-Nam B; Long NV,,pp. 106 - 123,Routledge Curzon,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Introduction and Summary,The Vietnamese Economy: Awakening the Dominant Dragon,2003,Book Chapters,,,Tran-Nam B; Pham CD,,pp. 3 - 12,Routledge Curzon,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Education reform and economic development in Vietnam,The Vietnamese Economy: Awakening the Dominant Dragon,2003,Book Chapters,,,Tran-Nam B,,pp. 214 - 231,Routledge Curzon,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Summary and Introduction,Vietnam`s Current Economic Policy Issues: Challenges of Integration,2002,Book Chapters,,,Pham CD; Tran-Nam B; Vu QV,,pp. 1 - 18,"Saigon Economic Times, Ho Chi Minh Publishing House and VAPEC",,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"The Environment, Externalities and Sustainable Growth in An Overlapping Generations Model",Economic Theory and International Trade: Essays in Honour of Murray C. Kemp,2002,Book Chapters,,,Tran-Nam B; Truong CN,,pp. 278 - 294,Edward Elgar,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Some theoretical issues in determining Vietnam's exchange rate policy,Vietnam`s Current Economic Policy Issues: Challenges of Integration,2002,Book Chapters,,,Tran-Nam B,,pp. 229 - 260,"Saigon Economic Times, Ho Chi Minh Publishing House and VAPEC",,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Compliance costs of tax dispute resolution in Australia:  an exploratory study,Tax administration in the 21st Century,2001,Book Chapters,,,Tran-Nam B; Blissenden MW,,pp. 287 - 302,Prospect Media,,,UNSW staff profile
