researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,abdc_self_reported,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,The Effect of the Level of Sustainability Assurance on Investor Judgements,Accounting and Finance,2026,Journal articles,10.1111/acfi.70142,http://dx.doi.org/10.1111/acfi.70142,Chen W; Humphreys KA; Trotman KT,3,66,pp. 904 - 916,,,0.93372924,UNSW staff profile,True,3,3.5432,0810-5391,W4416535983
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,"Tough Ratings, Tougher Sell: How Different Types of Adjustment Affect Managers' Asymmetric Algorithm Use in Performance Evaluation Judgments",Accounting Review,2026,Journal articles,10.2308/TAR-2023-0610,http://dx.doi.org/10.2308/TAR-2023-0610,Lin F; Cheng MM; Humphreys KA,3,101,pp. 413 - 440,,,0.95165841,UNSW staff profile,True,1,6.9851,0001-4826,W7126061465
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,The balanced scorecard: Do managers need a strategy map when evaluating performance?,Accounting and Finance,2023,Journal articles,10.1111/acfi.13097,http://dx.doi.org/10.1111/acfi.13097,Humphreys KA,1,63,pp. 4357 - 4373,,,0.84591713,UNSW staff profile,False,6,1.5488,0810-5391,W4366773599
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,Group Judgment and Decision Making in Auditing: Research in the Time of COVID-19 and Beyond,Auditing,2022,Journal articles,10.2308/AJPT-2020-147,http://dx.doi.org/10.2308/AJPT-2020-147,Bauer TD; Humphreys KA; Trotman KT,3,41,pp. 3 - 23,,,0.99251928,UNSW staff profile,True,80,14.4294,0278-0380,W3172748993
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,Judgment and decision making research on CSR reporting in the COVID-19 pandemic environment,Accounting and Finance,2022,Journal articles,10.1111/acfi.12805,http://dx.doi.org/10.1111/acfi.12805,Humphreys KA; Trotman KT,2,62,pp. 739 - 765,,,0.97344755,UNSW staff profile,True,56,8.414,0810-5391,W3165665977
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,The interplay between strategic risk profiles and presentation format on managers' strategic judgments using the balanced scorecard,"Accounting, Organizations and Society",2018,Journal articles,10.1016/j.aos.2018.05.009,http://dx.doi.org/10.1016/j.aos.2018.05.009,Cheng MM; Humphreys KA; Zhang YY,3,,,,,0.92276512,UNSW staff profile,True,37,3.6076,0361-3682,W2340238781
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,Managing strategic uncertainty: The diversity and use of performance measures in the balanced scorecard,Managerial Auditing Journal,2016,Journal articles,10.1108/MAJ-12-2015-1286,http://dx.doi.org/10.1108/MAJ-12-2015-1286,Cheng MM; Humphreys KA,2,31,pp. 512 - 534,,,0.89536169,UNSW staff profile,False,17,2.4024,0268-6902,W2336094678
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,Dynamic Decision Making Using the Balanced Scorecard Framework,The Accounting Review,2016,Journal articles,10.2308/accr-51364,http://dx.doi.org/10.2308/accr-51364,Humphreys KA; Gary SS; Trotman KT,3,91,pp. 1441 - 1465,,,0.95237885,UNSW staff profile,True,54,5.5135,0001-4826,W2200840443
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,Group judgment and decision making in auditing: Past and future research,"Accounting, Organizations and Society",2015,Journal articles,10.1016/j.aos.2015.09.004,http://dx.doi.org/10.1016/j.aos.2015.09.004,Trotman KT; Bauer TD; Humphreys KA,3,47,pp. 56 - 72,,,0.99629307,UNSW staff profile,True,155,34.1723,0361-3682,W1919410813
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,The differential improvement effects of the strategy map and scorecard perspectives on managers’ strategic judgments.,Accounting Review,2012,Journal articles,10.2308/accr-10212,http://dx.doi.org/10.2308/accr-10212,Cheng MM; Humphreys KA,2,87,pp. 899 - 924,,,0.99005577,UNSW staff profile,True,113,13.959,0001-4826,W2088461052
Kerry Humphreys,https://www.unsw.edu.au/staff/kerry-humphreys,UNSW Sydney,Accounting,The balanced scorecard: The effect of strategy information on performance evaluation judgments,Journal of Management Accounting Research,2011,Journal articles,10.2308/jmar-10085,http://dx.doi.org/10.2308/jmar-10085,Humphreys KA; Trotman KT,2,23,pp. 81 - 98,,,0.98219597,UNSW staff profile,True,84,11.2084,1049-2127,W1977616642
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Accounting implications for SMEs: lessons from COVID-19 business recovery,Pacific Accounting Review,2026,Journal articles,10.1108/PAR-10-2025-0232,http://dx.doi.org/10.1108/PAR-10-2025-0232,Carvajal M; Jackson A,2,,pp. 1 - 17,,,0.2447399,UNSW staff profile,False,0,0.0,0114-0582,W7138068358
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,The impact of diversification on industry effects in firm profitability forecasting,The British Accounting Review,2026,Journal articles,10.1016/j.bar.2026.101876,http://dx.doi.org/10.1016/j.bar.2026.101876,Chen Z; Jackson AB,2,,pp. 101876 - 101876,,,0.17400909,UNSW staff profile,False,0,0.0,0890-8389,W7133306419
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Controlling the narrative: managers’ topic-shifting behavior in conference calls,Review of Accounting Studies,2026,Journal articles,10.1007/s11142-026-09952-5,http://dx.doi.org/10.1007/s11142-026-09952-5,Dai L; Gong P; Jackson AB; Peng Z,4,31,pp. 1165 - 1206,,,0.98487685,UNSW staff profile,True,1,23.1718,1380-6653,W7142217131
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Excess returns on idiosyncratic profitability: Evidence from a hedge portfolio strategy,Australian Journal of Management,2026,Journal articles,10.1177/03128962261425895,http://dx.doi.org/10.1177/03128962261425895,Han M; Jackson AB; Monroe GS,3,,,,,0.2671108,UNSW staff profile,False,0,0.0,0312-8962,W7142910449
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Kathy Lund Dean. How to Become an Effective Journal Editor in Business and Management: A Guide to Developing Authors. How To Guides.,Journal of Scholarly Publishing,2026,Journal articles,10.3138/jsp-2025-0107,http://dx.doi.org/10.3138/jsp-2025-0107,Jackson A,1,,,,,,UNSW staff profile,,,,,
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Idiosyncratic Earnings and Analyst Forecast Properties,Accounting and Finance,2025,Journal articles,10.1111/acfi.70081,http://dx.doi.org/10.1111/acfi.70081,Chen L; Han M; Jackson A; Rountree B,4,65,pp. 4244 - 4259,,,0.46350301,UNSW staff profile,False,0,0.0,0810-5391,W4417417121
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Accounting For Digital Assets,Australian Accounting Review,2023,Journal articles,10.1111/auar.12402,http://dx.doi.org/10.1111/auar.12402,Jackson A,1,33,pp. 302 - 312,,,0.99206166,UNSW staff profile,True,42,18.3133,1035-6908,W4382195542
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,The ChatGPT Artificial Intelligence Chatbot: How Well Does It Answer Accounting Assessment Questions?,Issues in Accounting Education,2023,Journal articles,10.2308/ISSUES-2023-013,http://dx.doi.org/10.2308/ISSUES-2023-013,Wood DA; Achhpilia MP; Adams MT; Aghazadeh S; Akinyele K; Akpan M; Allee KD; Allen AM; Almer ED; Ames D; Arity V; Barr-Pulliam D; Basoglu KA; Belnap A; Bentley JW; Berg T; Berglund NR; Berry E; Bhandari A; Bhuyan MNH; Black PW; Blondeel E; Bond D; Bonrath A; Borthick AF; Boyle ES; Bradford M; Brandon DM; Brazel JF; Brockbank BG; Burger M; Byzalov D; Cannon JN; Caro C; Carr AH; Cathey J; Cating R; Charron K; Chavez S; Chen J; Chen JC; Chen JW; Cheng C; Cheng X; Christensen BE; Church KS; Cicone NJ; Constance P; Cooper LA; Correia CL; Coyne J; Cram WA; Curtis A; Daigle RJ; Dannemiller S; Davenport SA; Dawson GS; De Meyst KJL; Dell S; Demirkan S; Denison CA; Desai H; Desimone S; Diehl LM; Dimes R; Dong B; Donnelly A; Du Pon A; Duan HK; Duffey A; Dunn RT; Durkin MP; Dzuranin AC; Eberle RM; Ege MS; El Mahdy D; Esplin A; Eulerich M; Everaert P; Farah N; Farish L; Favere-Marchesi M; Fayard D; Filosa JR; Ford M; Franz DR; Fulmer BP; Fulmer S; Furner ZZ; Gantman S; Garner S; Garrett J; Geng X; Golden J; Goldman W; Gomez J; Gooley M; Granitto SP; Green KY; Greenman CL,100,38,pp. 81 - 108,,,0.99800624,UNSW staff profile,True,120,30.9757,0739-3172,W4366679995
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Editorial: A Call for Policy Relevant Research,Australian Journal of Management,2022,Journal articles,10.1177/03128962221106033,http://dx.doi.org/10.1177/03128962221106033,Jackson A,1,47,pp. 399 - 400,,,,UNSW staff profile,,2,,0312-8962,W4283373029
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Residuals from Two-Step Research Designs,Accounting and Finance,2022,Journal articles,10.1111/acfi.12992,http://dx.doi.org/10.1111/acfi.12992,Jackson A,1,62,pp. 4345 - 4358,,,0.88526973,UNSW staff profile,False,11,2.2275,0810-5391,W4289101452
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Financial statement analysis: a review and current issues,China Finance Review International,2022,Journal articles,10.1108/CFRI-10-2021-0208,http://dx.doi.org/10.1108/CFRI-10-2021-0208,Jackson AB,1,12,pp. 1 - 19,,,0.61759006,UNSW staff profile,False,2,0.2765,2044-1398,W3212070455
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Hierarchy and Performance of Analyst Teams,The European Accounting Review,2020,Journal articles,10.1080/09638180.2020.1714460,http://dx.doi.org/10.1080/09638180.2020.1714460,He W; Jackson A; Li C,3,29,pp. 877 - 900,,,0.86073822,UNSW staff profile,False,15,1.8613,0963-8180,W3001414728
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Earnings Co-Movements and the Informativeness of Earnings,"Abacus: a journal of accounting, finance and business studies",2020,Journal articles,10.1111/abac.12200,http://dx.doi.org/10.1111/abac.12200,Li C; Jackson A; Morris R,3,56,pp. 295 - 319,,,0.89611563,UNSW staff profile,False,12,2.4818,0001-3072,W3080660440
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,"Inconsistent Signals, Earnings Announcements, and Market Uncertainty",Abacus,2019,Journal articles,10.1111/abac.12156,http://dx.doi.org/10.1111/abac.12156,He W; Jackson AB; Liang K,3,55,pp. 411 - 435,,,0.84989513,UNSW staff profile,False,9,1.678,0001-3072,W2578177921
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Neurocutaneous melanosis: a rare manifestation of congenital melanocytic nevus,BMJ CASE REPORTS,2019,Journal articles,10.1136/bcr-2018-227621,http://dx.doi.org/10.1136/bcr-2018-227621,Lee JH; Jackson AB; Ren Y; Rao KI,4,12,,,,0.81170771,UNSW staff profile,False,3,1.133,1757-790X,W2970929990
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,A review of research on regulation changes in the Asia-Pacific region,Accounting and Finance,2018,Journal articles,10.1111/acfi.12259,http://dx.doi.org/10.1111/acfi.12259,Jackson AB; Chang M; Wee M,3,58,pp. 635 - 667,,,0.93260602,UNSW staff profile,True,17,4.0286,0810-5391,W2578043790
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,"Decomposing the market, industry and firm components of profitability: Implications for forecasting",Review of Accounting Studies,2018,Journal articles,10.1007/s11142-018-9446-2,http://dx.doi.org/10.1007/s11142-018-9446-2,Jackson AB; Plumlee MA; Rountree BR,3,23,pp. 1071 - 1095,,,0.97660793,UNSW staff profile,True,52,9.5189,1380-6653,W2806156934
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Discretionary Accruals: Earnings Management... Or Not?,"Abacus: a journal of accounting, finance and business studies",2018,Journal articles,10.1111/abac.12117,http://dx.doi.org/10.1111/abac.12117,Jackson AB,1,54,pp. 136 - 153,,,0.99040999,UNSW staff profile,True,109,17.2654,0001-3072,W2571717664
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Earnings benchmark hierarchy,Accounting and Finance,2017,Journal articles,10.1111/acfi.12132,http://dx.doi.org/10.1111/acfi.12132,Carvajal M; Coulton JJ; Jackson AB,3,57,pp. 87 - 111,,,0.94476668,UNSW staff profile,True,20,4.3811,0810-5391,W2164465790
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Earnings Co-Movements and Earnings Manipulation,Review of Accounting Studies,2017,Journal articles,10.1007/s11142-017-9411-5,http://dx.doi.org/10.1007/s11142-017-9411-5,Jackson AB; Rountree BR; Sivaramakrishnan K,3,22,pp. 1340 - 1365,,,0.95306176,UNSW staff profile,True,32,5.1796,1380-6653,W3122587560
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,The impact of sentiment on price discovery,Accounting and Finance,2016,Journal articles,10.1111/acfi.12128,http://dx.doi.org/10.1111/acfi.12128,Coulton JJ; Dinh T; Jackson AB,3,56,pp. 669 - 694,,,0.92440725,UNSW staff profile,True,21,3.1543,0810-5391,W3125957049
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,The impact of litigation risk on the strategic timing of management earnings forecasts,Accounting and Finance,2015,Journal articles,10.1111/acfi.12065,http://dx.doi.org/10.1111/acfi.12065,Jackson AB; Gallery G; Balatbat MCA,3,55,pp. 467 - 495,,,0.95559377,UNSW staff profile,True,17,4.8931,0810-5391,W3125532449
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,"Bis-tropolonate complexes of tungsten: scaffolds for selective side-on binding of nitriles, imines and ketones",DALTON TRANSACTIONS,2014,Journal articles,10.1039/c4dt00734d,http://dx.doi.org/10.1039/c4dt00734d,Becica J; Jackson AB; Dougherty WG; Kassel WS; West NM,5,43,pp. 8738 - 8748,,,0.70846019,UNSW staff profile,False,7,0.692,1477-9226,W2154506433
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Chief Executive Officer departures and market uncertainty,Australian Journal of Management,2013,Journal articles,10.1177/0312896212450040,http://dx.doi.org/10.1177/0312896212450040,Cheung W; Jackson AB,2,38,pp. 279 - 310,,,0.87748494,UNSW staff profile,False,11,1.4578,0312-8962,W2099454915
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,64 Cu-NO2A-RGD-Glu-6-Ahx-BBN(7-14)NH 2 : a heterodimeric targeting vector for positron emission tomography imaging of prostate cancer,NUCLEAR MEDICINE AND BIOLOGY,2012,Journal articles,10.1016/j.nucmedbio.2011.10.004,http://dx.doi.org/10.1016/j.nucmedbio.2011.10.004,Jackson AB; Nanda PK; Rold TL; Sieckman GL; Szczodroski AF; Hoffman TJ; Chen X; Smith CJ,8,39,pp. 377 - 387,,,0.93480539,UNSW staff profile,True,44,3.8828,0969-8051,W2141461472
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Bis(acetylacetonate) Tungsten(IV) Complexes Containing a π-Basic Diazoalkane or Oxo Ligand,ORGANOMETALLICS,2012,Journal articles,10.1021/om201050j,http://dx.doi.org/10.1021/om201050j,Khosla C; Jackson AB; White PS; Templeton JL,4,31,pp. 987 - 994,,,0.8109319,UNSW staff profile,False,25,1.4856,0276-7333,W2318458987
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Measures of the Timeliness of Earnings,Australian Accounting Review,2011,Journal articles,10.1111/j.1835-2561.2011.00139.x,http://dx.doi.org/10.1111/j.1835-2561.2011.00139.x,Jackson AB; Dobbie GW; Brown PR,3,21,pp. 222 - 234,,,0.90927163,UNSW staff profile,True,3,2.1966,1035-6908,W2142057622
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Synthesis and isocyanate insertion reactions of tungsten(IV) imido complexes formed from W(CO)(acac)(N 3 )(PMe 3 ) 3 with azide as the oxidant,INORGANICA CHIMICA ACTA,2011,Journal articles,10.1016/j.ica.2010.10.032,http://dx.doi.org/10.1016/j.ica.2010.10.032,Khosla C; Jackson AB; White PS; Templeton JL,4,369,pp. 19 - 31,,,0.62878426,UNSW staff profile,False,9,0.4437,0020-1693,W2051934220
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Poly(arylene ether sulfone) Statistical Copolymers Bearing Perfluoroalkylsulfonic Acid Moieties,MACROMOLECULES,2011,Journal articles,10.1021/ma102717d,http://dx.doi.org/10.1021/ma102717d,Li H; Jackson AB; Kirk NJ; Mauritz KA; Storey RF,5,44,pp. 694 - 702,,,0.88792816,UNSW staff profile,False,23,2.3309,0024-9297,W2068479091
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Pierpont and the Capital Market,ABACUS - A Journal of Accounting Finance and Business Studies,2009,Journal articles,10.1111/j.1467-6281.2009.00281.x,http://dx.doi.org/10.1111/j.1467-6281.2009.00281.x,Brown PR; Ferguson A; Jackson AB,3,45,pp. 147 - 170,,,0.93915267,UNSW staff profile,True,10,3.9342,0001-3072,W2077718439
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Reduction of π-bound nitriles to π-bound imines in a tungsten(II) bis(acetylacetonate) coordination sphere,ORGANOMETALLICS,2008,Journal articles,10.1021/om7009039,http://dx.doi.org/10.1021/om7009039,Jackson AB; Khosla C; Gaskins HE; White PS; Templeton JL,5,27,pp. 1322 - 1327,,,0.7420494,UNSW staff profile,False,14,1.0214,0276-7333,W2012380338
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Reduction of an η 2 -iminoacyl ligand to η 2 -iminium enabled by adjacent carbon monoxide ligand replacement with a variable electron donor alkyne ligand in a cationic tungsten(II) bis(acetylacetonate) complex,INORGANIC CHEMISTRY,2008,Journal articles,10.1021/ic800738a,http://dx.doi.org/10.1021/ic800738a,Jackson AB; Khosla C; White PS; Templeton JL,4,47,pp. 8776 - 8787,,,0.63601749,UNSW staff profile,False,9,0.4742,0020-1669,W1997150403
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Mandatory audit firm rotation and audit quality,Managerial Auditing Journal,2008,Journal articles,10.1108/02686900810875271,http://dx.doi.org/10.1108/02686900810875271,Jackson AB; Roebuck PJ; Moldrich M,3,23,pp. 420 - 437,,,0.96956504,UNSW staff profile,True,213,7.5666,0268-6902,W3122882829
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Tungsten(II) monocarbonyl bis(acetylacetonate):: A fourteen-electron docking site for η 2 four-electron donor ligands,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2007,Journal articles,10.1021/ja0728270,http://dx.doi.org/10.1021/ja0728270,Jackson AB; Schauer CK; White PS; Templeton JL,4,129,pp. 10628 - +,,,0.8680507,UNSW staff profile,False,32,2.3234,0002-7863,W1973022773
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Bis(acetylacetonato) tricarbonyl tungsten(II): A convenient precursor to chiral bis(acac) tungsten(II) complexes,INORGANIC CHEMISTRY,2006,Journal articles,10.1021/ic0600329,http://dx.doi.org/10.1021/ic0600329,Jackson AB; White PS; Templeton JL,3,45,pp. 6205 - 6213,,,0.78819523,UNSW staff profile,False,18,1.287,0020-1669,W2029389096
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Earnings Disaggregation and Market Efficiency,SSRN Electronic Journal,,Journal articles,10.2139/ssrn.3711802,http://dx.doi.org/10.2139/ssrn.3711802,Han M; Jackson AB; Monroe GS,3,,,,,,UNSW staff profile,,2,,1556-5068,W3111632796
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,All Clear for Takeoff: Evidence from Airports on the Effects of Infrastructure Privatization,The Review of Financial Studies,2026,Journal articles,10.1093/rfs/hhag023,http://dx.doi.org/10.1093/rfs/hhag023,Howell ST; Jang Y; Kim H; Weisbach MS,4,,,,,0.95501268,UNSW staff profile,True,16,5.0536,0893-9454,W4304117402
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,Who Lends Before Banking Crises? Evidence from the International Syndicated Loan Market,Management Science,2025,Journal articles,10.1287/mnsc.2022.03505,http://dx.doi.org/10.1287/mnsc.2022.03505,Giannetti M; Jang YJ,2,71,pp. 2289 - 2310,,,0.8175106,UNSW staff profile,False,4,1.6295,0025-1909,W3195873797
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,Exporting pollution: where do multinational firms emit CO2?,Economic Policy,2021,Journal articles,10.1093/epolic/eiab009,http://dx.doi.org/10.1093/epolic/eiab009,Ben-David I; Jang Y; Kleimeier S; Viehs M,4,36,pp. 377 - 437,,,0.98766981,UNSW staff profile,True,93,15.2163,0266-4658,W3130832390
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,What Drives Global Lending Syndication? Effects of Cross-Country Capital Regulation Gaps,Review of Finance,2021,Journal articles,10.1093/rof/rfaa019,http://dx.doi.org/10.1093/rof/rfaa019,Gao J; Jang Y,2,25,pp. 519 - 559,,,0.89184202,UNSW staff profile,False,32,2.1714,1382-6662,W3121598715
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,Taking a Long View: Investor Trading Horizon and Earnings Management Strategy,International Review of Finance,2020,Journal articles,10.1111/irfi.12340,http://dx.doi.org/10.1111/irfi.12340,Jang Y; Lee K,2,,,,,0.27617067,UNSW staff profile,False,4,0.0,1369-412X,W3121279352
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,"Corporate Liquidity, Acquisitions, and Macroeconomic Conditions",The Journal of Financial and Quantitative Analysis,2019,Journal articles,10.1017/S0022109019000978,http://dx.doi.org/10.1017/S0022109019000978,Erel I; Jang Y; Minton B; Weisbach M,4,,,,,0.96736577,UNSW staff profile,True,44,7.1316,0022-1090,W3020990112
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,International corporate diversification and financial flexibility,Review of Financial Studies,2017,Journal articles,10.1093/rfs/hhx065,http://dx.doi.org/10.1093/rfs/hhx065,Jang Y,1,30,pp. 4133 - 4178,,,0.96630301,UNSW staff profile,True,61,6.9062,0893-9454,W3124030314
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,Do acquisitions relieve target firms' financial constraints?,Journal of Finance,2015,Journal articles,10.1111/jofi.12155,http://dx.doi.org/10.1111/jofi.12155,Erel I; Jang Y; Weisbach MS,3,70,pp. 289 - 328,,,0.99914959,UNSW staff profile,True,323,66.5922,0022-1082,W2329420013
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,How Does Corporate Governance Affect Equity Volatility? Worldwide Evidence and Theory,Review of Corporate Finance Studies,2025,Journal articles,10.1093/rcfs/cfad002,http://dx.doi.org/10.1093/rcfs/cfad002,Gagnon L; Jeanneret A,2,14,pp. 166 - 203,,,0.8482583,UNSW staff profile,False,6,1.6315,2046-9128,W4319594570
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Sovereign risk premia and global macroeconomic conditions,Journal of Financial Economics,2023,Journal articles,10.1016/j.jfineco.2022.07.003,http://dx.doi.org/10.1016/j.jfineco.2022.07.003,Andrade SC; Ekponon A; Jeanneret A,3,147,pp. 172 - 197,,,0.91052103,UNSW staff profile,True,17,2.7716,0304-405X,W4295018360
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,A credit-based theory of the currency risk premium,"Journal of Financial Economics, forthcoming",2023,Journal articles,,,Della Corte P; Jeanneret A; Patelli E,3,,,,,,UNSW staff profile,,,,,
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,A Macrofinance Model for Option Prices: A Story of Rare Economic Events,Management Science,2023,Journal articles,10.1287/mnsc.2022.4587,http://dx.doi.org/10.1287/mnsc.2022.4587,Hasler M; Jeanneret A,2,69,pp. 5543 - 5559,,,0.71093552,UNSW staff profile,False,5,0.6352,0025-1909,W4306795461
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,High Inflation: Low Default Risk and Low Equity Valuations,Review of Financial Studies,2022,Journal articles,10.1093/rfs/hhac021,http://dx.doi.org/10.1093/rfs/hhac021,Bhamra HS; Dorion C; Jeanneret A; Weber M,4,36,pp. hhac021 - hhac021,,,0.98839674,UNSW staff profile,True,65,10.6903,0893-9454,W4282041829
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Asset pricing with persistence risk,The Review of Financial Studies,2019,Journal articles,10.1093/rfs/hhy121,http://dx.doi.org/10.1093/rfs/hhy121,Andrei D; Hasler M; Jeanneret A,3,32,pp. 2809 - 2849,,,0.91107263,UNSW staff profile,True,27,3.0464,0893-9454,W2756367141
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Sovereign credit spreads under good/bad governance,Journal of Banking & Finance,2018,Journal articles,10.1016/j.jbankfin.2018.04.005,http://dx.doi.org/10.1016/j.jbankfin.2018.04.005,Jeanneret A,1,93,pp. 230 - 246,,,0.96807363,UNSW staff profile,True,47,7.3443,0378-4266,W2811109164
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Sovereign default risk and the US equity market,Journal of Financial and Quantitative Analysis,2017,Journal articles,10.1017/S0022109016000776,http://dx.doi.org/10.1017/S0022109016000776,Jeanneret A,1,52,pp. 305 - 339,,,0.85711846,UNSW staff profile,False,17,1.5495,0022-1090,W3121592164
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Sovereign defaults by currency denomination,Journal of International Money and Finance,2016,Journal articles,,,Jeanneret A; Souissi S,2,60,pp. 197 - 222,,,,UNSW staff profile,,,,,
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,International firm investment under exchange rate uncertainty,Review of Finance,2016,Journal articles,,,Jeanneret A,1,20,pp. 2015 - 2048,,,,UNSW staff profile,,,,,
