researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id,author_match_type,openalex_author_id,review_reason
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"Hypertrophic pyloric stenosis, congenital or not congenital: a critical overview",Pediatric Surgery International,2002,Journal Articles,10.1007/s00383-002-0740-4,https://doi.org/10.1007/s00383-002-0740-4,Ng W.; Suk Lee,2,18,563-564,Springer Science+Business Media,0.6101779,OpenAlex,False,11,0.2818,0179-0358,W2020528501,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of a Novel Normoxic Polymer Gel Dosimeter (TENOMAG),Journal of the Korean Physical Society,2007,Journal Articles,10.3938/jkps.51.1798,https://doi.org/10.3938/jkps.51.1798,Sam Ju Cho; Dongho Shin; Hyun Do Huh; Sang Hoon Lee; Sang Wook Lim; Jisun Jang; Kwang Hwan Cho; Hun Joo Shin; Soo-Il Kwon; Hyong Geun Yun; Sang Mo Yun; Dong Oh Shin; Dae Sik Yang; Young Je Park; Chul Yong Kim; Suk Lee,16,51,1798-1804,Springer Science+Business Media,0.63043962,OpenAlex,False,10,0.5052,0374-4884,W2040436298,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Rectum Dose Analysis Employing a Multi-purpose Brachytherapy Phantom,Japanese Journal of Clinical Oncology,2007,Journal Articles,10.1093/jjco/hym032,https://doi.org/10.1093/jjco/hym032,HyunDo Huh; Woo-Chul Kim; John J.K. Loh; Suk Lee; Suk Lee; Chul Yong Kim; SangHoon Lee; SangHoon Lee; DongOh Shin; Dongho Shin; SamJu Cho; Jisun Jang; Sangwook Lim; Kwang Hwan Cho; Soo-Il Kwon; Seong Hoon Kim,16,37,391-398,Oxford University Press,0.75595031,OpenAlex,False,9,0.7585,0368-2811,W2062005986,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Dose Response Characteristics in Polymer Gel for the Composition Ratio,Journal of the Korean Physical Society,2010,Journal Articles,10.3938/jkps.56.147,https://doi.org/10.3938/jkps.56.147,Suk Lee; Sam Ju Cho; Su Jung Shim; Chul Yong Kim; Jang Bo Sim; Sang Hoon Lee; Hyun Do Huh; Dong Oh Shin; Rena Lee,9,56,147-152,Springer Science+Business Media,0.79721268,OpenAlex,False,6,1.0169,0374-4884,W2330988837,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Optimal Motion Cueing Algorithm Using the Human Body Model.,JSME International Journal Series C,2002,Journal Articles,10.1299/jsmec.45.487,https://doi.org/10.1299/jsmec.45.487,Myung-Chul Han; Hyung-Sang Lee; Suk Lee; Man Hyung Lee,4,45,487-491,Japan Society Mechanical Engineers,0.6510337,OpenAlex,False,5,0.0,1344-7653,W2009329310,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,The Efficiency Index Analysis of Railway Freight Car,Journal of the Korean society for railway,2012,Journal Articles,10.7782/jksr.2012.15.3.272,https://doi.org/10.7782/jksr.2012.15.3.272,Kyoung‐Tae Kim; Suk Lee; Yong-Jang Kwon; Young‐Joo Kim,4,15,272-277,Korean Society for Railway,0.84012923,OpenAlex,False,4,1.285,1738-6225,W2033457276,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of performance model for calculation of communication delay in Profibus token passing protocol,Computer Standards & Interfaces,2003,Journal Articles,10.1016/s0920-5489(03)00016-3,https://doi.org/10.1016/s0920-5489(03)00016-3,Kyung-Chang Lee; Hyun Hee Kim; Suk Lee,3,25,539-552,Elsevier BV,0.64473997,OpenAlex,False,4,0.2902,0920-5489,W2057399762,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Comparison of the BANGkit™ and the PRESAGE™ gel dosimeters for use with a CCD-based optical CT scanner,Journal of the Korean Physical Society,2014,Journal Articles,10.3938/jkps.64.740,https://doi.org/10.3938/jkps.64.740,Kyung Hwan Chang; Suk Lee; Suk Lee; Yuan Jie Cao; Jang Bo Shim; Nam Kwon Lee; Jung Ae Lee; Jung Ae Lee; Dae Sik Yang; Young Je Park; Won Sup Yoon; Chul Yong Kim; Sam Ju Cho; Sang Hoon Lee; Sang Hoon Lee; Woo Chul Kim; Chul Kee Min; Kwang Hwan Cho; Hyun Do Huh,19,64,740-745,Springer Science+Business Media,0.73191278,OpenAlex,False,4,0.7024,0374-4884,W2059687607,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Analysis of the Dosimetric Characteristics of Normoxic Polymer Gel using Magnetic Resonance Images,Journal of the Korean Physical Society,2010,Journal Articles,10.3938/jkps.56.874,https://doi.org/10.3938/jkps.56.874,Suk Lee; Sam Ju Cho; Su Jung Shim; Chul Yong Kim; Dae Sik Yang; Young Je Park; Sang Hoon Lee; Sangwook Lim; Kwang Hwan Cho; Jin Ho Choi; Rena Lee,11,56,874-879,Springer Science+Business Media,0.56903585,OpenAlex,False,3,0.2855,0374-4884,W2319304580,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"Comprehensive Evaluation of Personal, Clinical, and Radiation Dosimetric Parameters for Acute Skin Reaction during Whole Breast Radiotherapy",BioMed Research International,2016,Journal Articles,10.1155/2016/3656574,https://doi.org/10.1155/2016/3656574,Dae Sik Yang; Jung Ae Lee; Won Sup Yoon; Nam Kwon Lee; Young Je Park; Suk Lee; Chul Yong Kim; Gil Soo Son,8,2016,1-7,Hindawi Publishing Corporation,0.5535007,OpenAlex,False,3,0.1182,1110-7243,W2509444703,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Can intensity‐modulated radiation therapy spare the central flapped area while encompassing the target volume in radiotherapy after immediate breast reconstruction?,Journal of Medical Imaging and Radiation Oncology,2013,Journal Articles,10.1111/1754-9485.12078,https://doi.org/10.1111/1754-9485.12078,Jung Ae Lee; Won Sup Yoon; Se Young Chung; Dae Sik Yang; Suk Lee; Young Je Park; Chul Yong Kim; Gil Soo Son; Eul Sik Yoon,9,57,595-602,Wiley,0.04313117,OpenAlex,False,2,0.0,1754-9477,W1572175907,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Comparison of linac-based fractionated stereotactic radiotherapy and tomotherapy treatment plans for intra-cranial tumors,Chinese Physics C,2010,Journal Articles,10.1088/1674-1137/34/11/020,https://doi.org/10.1088/1674-1137/34/11/020,Jang Bo Shim; Suk Lee; Sam Ju Cho; Sang Hoon Lee; Juree Kim; Kwang Hwan Cho; Chul Kee Min; Hyun Do Huh; Rena Lee; Dae Sik Yang; Young Je Park; Won Seob Yoon; Chul Yong Kim; Soo Il Kwon,14,34,1768-1774,IOP Publishing,0.64279943,OpenAlex,False,2,0.339,1674-1137,W1972682189,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,The extent and serial pattern of interfractional variation in patients with whole pelvic irradiation: a study using a kilovoltage orthogonal on‐board imager,Journal of Applied Clinical Medical Physics,2012,Journal Articles,10.1120/jacmp.v13i2.3636,https://doi.org/10.1120/jacmp.v13i2.3636,Won Sup Yoon; Dae Sik Yang; Jung Ae Lee; Suk Lee; Young Je Park; Chul Yong Kim,6,13,92-102,Wiley,0.7511655,OpenAlex,False,2,0.6802,1526-9914,W2109815891,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Performance Index for Sensor Arrangement of PIR Sensor-based Indoor Location Aware System,Journal of the Korean Society for Precision Engineering,2007,Journal Articles,,,Hyun-Hee Kim; Kyoung-Nam Ha; Kyung-Chang Lee; Suk Lee,4,24,37-44,Korean Society of Precision Engineering,0.63356006,OpenAlex,False,2,0.3369,1225-9071,W234925635,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Study on Design of Embedded Control Network System using Cyber Physical System Concept,IEMEK Journal of Embedded Systems and Applications,2012,Journal Articles,10.14372/iemek.2012.7.5.227,https://doi.org/10.14372/iemek.2012.7.5.227,Jee-Hun Park; Suk Lee; Kyung-Chang Lee,3,7,227-239,,0.72836019,OpenAlex,False,2,0.444,1975-5066,W2397409563,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Basic radiological characteristics of a non-scattering gel dosimeter for 3D dosimetry,Journal of the Korean Physical Society,2016,Journal Articles,10.3938/jkps.69.1694,https://doi.org/10.3938/jkps.69.1694,Kyung Hwan Chang; Yunseo Ji; Suk Lee; Kwang Hyeon Kim; Dae Sik Yang; Jung Ae Lee; Young Je Park; Won Sup Yoon; Chul Yong Kim; Yuanjie Cao; Samju Cho,11,69,1694-1699,Springer Science+Business Media,0.25135713,OpenAlex,False,2,0.0,0374-4884,W2565628003,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,ROK Policy on North Korea and Inter-Korean Economic Cooperation,International Journal of Korean Unification Studies,2012,Journal Articles,,,Suk Lee,1,21,1-31,,0.51816894,OpenAlex,False,2,0.0,1229-6902,W2923664601,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of a Web-Based Radiation Toxicity Prediction System Using Metarule-Guided Mining to Predict Radiation Pneumonitis and Esophagitis in Lung Cancer Patients,Journal of the Korean Physical Society,2019,Journal Articles,10.3938/jkps.75.319,https://doi.org/10.3938/jkps.75.319,Kwang Hyeon Kim; Suk Lee; Eun Bin Ju; Jang Bo Shim; Dae Sik Yang; Won Sup Yoon; Young Je Park; Nam Kwon Lee; Chul Yong Kim; Kyung Hwan Chang; Kwang Hwan Cho; Yuan Cao,12,75,319-325,Springer Science+Business Media,0.11360311,OpenAlex,False,2,0.0,0374-4884,W2970359586,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Comparison of Heart and Lung Doses According to Tumor Bed Boost Techniques in Early-Stage Left-Sided Breast Cancer: Simultaneous Integrated Boost versus Sequential Boost,Medicina,2022,Journal Articles,10.3390/medicina58070873,https://doi.org/10.3390/medicina58070873,Myungsoo Kim; Nam Kwon Lee; Suk Lee; Jinho Hwang,4,58,873-873,Multidisciplinary Digital Publishing Institute,0.39100974,OpenAlex,False,2,0.1686,1010-660X,W4283733002,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Implementation of IEEE 1451 based ZigBee Smart Sensor System for Active Telemetries,Journal of the Korean Society for Precision Engineering,2011,Journal Articles,,,Suk Lee; Younghun Song; Jee-Hun Park; Man-Ho Kim; Kyung-Chang Lee,5,28,176-184,Korean Society of Precision Engineering,0.60665812,OpenAlex,False,1,0.3657,1225-9071,W114984106,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Optimization of beam orientation and virtual organ delineation for lung IMRT,Journal of the Korean Physical Society,2014,Journal Articles,10.3938/jkps.64.1047,https://doi.org/10.3938/jkps.64.1047,Kyung Hwan Chang; Suk Lee; Suk Lee; Yuan Jie Cao; Jang Bo Shim; Jung Ae Lee; Jung Ae Lee; Dae Sik Yang; Young Je Park; Won Sup Yoon; Chul Yong Kim; Sam Ju Cho; Sang Hoon Lee; Sang Hoon Lee; Woo Chul Kim; Chul Kee Min; Kwang Hwan Cho; Hyun Do Huh,18,64,1047-1054,Springer Science+Business Media,0.0579782,OpenAlex,False,1,0.0,0374-4884,W1990343193,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A Study on the R&D Planning of Railway IT Convergence Technology,Han-guk jeonja georae hakoeji,2013,Journal Articles,10.7838/jsebs.2013.18.4.067,https://doi.org/10.7838/jsebs.2013.18.4.067,Tai‐Woo Chang; Hong-Joo Lee; Jun-Ho Lee; Jong-Wun Won; Suk Lee,5,18,67-82,,0.71215947,OpenAlex,False,1,0.3911,2288-3908,W2006229181,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Evaluation of Dose Change by Using the Deformable Image Registration (DIR) on the Intensity Modulated Radiation Therapy (IMRT) with Glottis Cancer,Progress in Medical Physics,2014,Journal Articles,10.14316/pmp.2014.25.3.167,https://doi.org/10.14316/pmp.2014.25.3.167,Woo Chul Kim; Chul Kee Min; Suk Lee; Sang Hyoun Choi; Kwang Hwan Cho; Jae Hong Jung; Eun Seog Kim; Seung‐Gu Yeo; Soo-Il Kwon; Kil-Dong Lee,10,25,167-167,,0.09565513,OpenAlex,False,1,0.0,1226-5829,W2023383397,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Determination of Target Motion by Using a Respiration Monitoring Mask for 4-D Radiotherapy,Journal of the Korean Physical Society,2008,Journal Articles,10.3938/jkps.53.845,https://doi.org/10.3938/jkps.53.845,Sangwook Lim; Tae Sig Jeung; Sung Ho Park; Seung Do Ahn; Suk Lee; Chul Yong Kim; Byong Yong Yi; Sang Hoon Lee; Kwang Hwan Cho; Jisun Jang; Soo Il Kwon; Sam Ju Cho; Hyun Do Huh; Dongho Shin; Tae Suk Suh,15,53,845-850,Springer Science+Business Media,0.21906849,OpenAlex,False,1,0.0,0374-4884,W2087596175,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A Dosimetric Comparison of Gamma Knife vs. CyberKnife in Patients with Brain Metastases,International Journal of Radiation Oncology*Biology*Physics,2010,Journal Articles,10.1016/j.ijrobp.2010.07.1788,https://doi.org/10.1016/j.ijrobp.2010.07.1788,Terence T. Sio; B Curran; Sunyoung Jang; Suk Lee; Georg Norén; E Sternick; David E. Wazer,7,78,S772-S772,Elsevier BV,0.21318925,OpenAlex,False,1,0.0,0360-3016,W2109592833,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Study on Automatic Generation of Platform Configuration Register in FlexRay Protocol,IEMEK Journal of Embedded Systems and Applications,2012,Journal Articles,10.14372/iemek.2012.7.1.041,https://doi.org/10.14372/iemek.2012.7.1.041,Jae-Sung Yang; Jee-Hun Park; Suk Lee; Kyung-Chang Lee; Gwangho Choi,5,7,41-52,,0.72846256,OpenAlex,False,1,0.4453,1975-5066,W2395517103,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Adrenocortical Carcinoma: Report of two cases.,Journal of the Korean Surgical Society,1999,Journal Articles,,,Hur Ji; Hong Cg; Song Ky; Choi Sh; Yoon Ss; Suk Lee; Lim Kw; K O Min,8,57,285-294,Korean Surgical Society,0.3567445,OpenAlex,False,1,0.0,1226-0053,W2588043487,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Automatic FIBEX Generation for Migration from CAN Message Description Format to Flexray Fibex Format,Intelligent Automation & Soft Computing,2017,Journal Articles,10.1080/10798587.2017.1302712,https://doi.org/10.1080/10798587.2017.1302712,Young Hun Song; Suk Lee; Kyoung Nam Ha; Kyung-Chang Lee,4,,1-9,Taylor & Francis,0.56292637,OpenAlex,False,1,0.2659,1079-8587,W2606426926,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A new plan-scoring method using normal tissue complication probability for personalized treatment plan decisions in prostate cancer,Journal of the Korean Physical Society,2018,Journal Articles,10.3938/jkps.72.306,https://doi.org/10.3938/jkps.72.306,Kwang Hyeon Kim; Suk Lee; Jang Bo Shim; Dae Sik Yang; Won Sup Yoon; Young Je Park; Chul Yong Kim; Yuan Cao; Kyung Hwan Chang,9,72,306-311,Springer Science+Business Media,0.54292139,OpenAlex,False,1,0.2582,0374-4884,W2790834418,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of Electronic Medical Chart for Radiation Oncology,Progress in Medical Physics,2009,Journal Articles,,,Sam-Ju Cho; Su-Jung Shim; Suk Lee; Sanghoon Lee; Kwang-Hwan Cho; HyunDo Huh; Sangwook Lim; Jinho Choi; Jun Young Choi; Hyong-Geun Yun; Dong-Oh Shin,11,20,167-173,,0.60897808,OpenAlex,False,1,0.0,1226-5829,W3088239006,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Implementation of Node Mapping-based FlexRay-CAN Gateway for In-vehicle Networking System,Transactions of Korean Society of Automotive Engineers,2011,Journal Articles,,,Yong Gyung Bae; Man Ho Kim; Suk Lee; Kyung-Chang Lee,4,19,37-45,,0.55058354,OpenAlex,False,1,0.2157,1225-6382,W62744197,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Implementation of Multiple Connectivity using CANopen in IEEE 1451.0-based Smart Sensor,Journal of the Korean Society for Precision Engineering,2011,Journal Articles,,,Jee-Hun Park; Suk Lee; Younghun Song; Kyung-Chang Lee,4,28,436-445,Korean Society of Precision Engineering,0.60953917,OpenAlex,False,1,0.3657,1225-9071,W777339596,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Evaluation of Risk Factors of Vaginal Cuff Problem after Hysterectomy,Journal of Minimally Invasive Gynecology,2012,Journal Articles,10.1016/j.jmig.2012.08.621,https://doi.org/10.1016/j.jmig.2012.08.621,Tak Kim; S. Kim; Hyo Sook Bae; Suk Lee; Ki Hoon Ahn; Jae J. Song; Hee Eun Choi,7,19,S87-S87,Elsevier BV,0.15660177,OpenAlex,False,1,0.0,1553-4650,W2110589745,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Determination of Optimized Phase Through Correlation Between 4DCT Analysis Indices in Lung 4D SBRT,International Journal of Radiation Oncology*Biology*Physics,2021,Journal Articles,10.1016/j.ijrobp.2021.07.1472,https://doi.org/10.1016/j.ijrobp.2021.07.1472,Eun Jeong Heo; Minki Kim; C.G. Park; Kwang Hyeon Kim; J.B. Shim; Hyeon‐Shik Hwang; N K Lee; Y J Park; Chul Yong Kim; Suk Lee,10,111,e541-e541,Elsevier BV,0.56146179,OpenAlex,False,1,0.2233,0360-3016,W3209456670,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Discrete-Event/Continuous-Time Simulation of Distributed Data Communication and Control Systems,Transactions of The Society for Computer Simulation International,1988,Journal Articles,,,Asok Ray; Suk Lee; Seung Ho Hong; Pius J. Egbelu,4,5,71-85,,0.00152505,OpenAlex,False,10,0.0,0740-6797,W12743817,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Performance management of token bus networks for computer integrated manufacturing,KSME Journal,1996,Journal Articles,10.1007/bf02942641,https://doi.org/10.1007/bf02942641,Sang Ho Lee; Joon-woo Son; Suk Lee,3,10,321-331,Korean Society of Mechanical Engineers,0.22580065,OpenAlex,False,2,0.0,1011-8861,W2098725989,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A sliced first-quadrant second-order two-dimensional digital filter chip set for modular filter implementation,International Journal of Electronics,1988,Journal Articles,10.1080/00207218808945202,https://doi.org/10.1080/00207218808945202,Suk Lee; A. Venetsanopoulos,2,65,45-58,Taylor & Francis,0.23185012,OpenAlex,False,2,0.0,0020-7217,W2154098968,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"A GRAPHICAL METHOD FOR DETERMINATION OF SCATTERING COEFFICIENTS OF A TWO-PORT, LINEAR, RECIPROCAL MICROWAVE NETWORK",Dianzi xuebao,1965,Journal Articles,,,Suk Lee,1,,,,0.30277123,OpenAlex,False,2,0.0,0372-2112,W2388629126,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Tuberculous Pancreatic Abscess: A case report.,Korean Journal of Hepato-Biliary-Pancreatic Surgery,1999,Journal Articles,,,Suk Lee; Choi Sh; Yun Ss; K W Lim,4,3,211-214,,0.35703706,OpenAlex,False,2,0.0,1738-6349,W2588412851,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Clinical Observations of 66 Endoscopic Gastric Polypectomies.,Korean Journal of Gastrointestinal Endoscopy,1989,Journal Articles,,,Choi Sk; Kim Mj; Suk Lee; Yoon Kh; Rew Js; Chong Mann Yoon,6,9,177-182,,0.43219751,OpenAlex,False,2,0.0,,W2589863984,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Characterization of an established human malignant glioma cell line: KALS-1.,Human Cell,1990,Journal Articles,,,Suk Lee; 井料宰; Shan Xiong; 森山匠; 徳永孝行; 丸岩光; 重森稔; 倉本進賢; 横山三男,9,3,259-260,Springer Science+Business Media,0.35561228,OpenAlex,False,2,0.0,0914-7470,W2805015829,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,On-line Fuzzy Performance Management of Profibus Networks,International Journal of Precision Engineering and Manufacturing,2000,Journal Articles,,,Kyung-Chang Lee; Kang Song; Dongwook Kim; Suk Lee,4,1,5-13,Springer Science+Business Media,0.29115895,OpenAlex,False,1,0.0,1229-8557,W2264880176,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Lack of the Difference in Outcome between N2 and N3 Non-Small Cell Lung Cancer Patients Treated with Concurrent Chemoradiotherapy; A Retrospective Analysis of 186 Patients.,Journal of Lung Cancer,2003,Journal Articles,,,Kim Ys; Suk Lee; Choi Ek; Kim Jh; Ahn Sd; Shin Ss; Lee Js; Suh C; Kim Sw; Kim Ds; WS Kim; S.D. Lee,12,2,31-36,Korean Assoc for the Study of Lung Cancer,0.65702966,OpenAlex,False,1,0.2525,1598-7809,W2586613939,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Preoperative Diagnosis of Strangulated Obturator Hernia Using CT.,Journal of the Korean Surgical Society,2001,Journal Articles,,,Chang Sj; Chi‐Hang Lee; Choi Sh; Yun Jy; Ahn Ch; Kim Ni; Suk Lee; Yoo Sj; KE Li-m,9,61,216-219,Korean Surgical Society,0.35422882,OpenAlex,False,1,0.0,1226-0053,W2590959921,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"Publishing Without Boundaries: How to Think, Work, and Win in the Global Marketplace, by Michael N. Ross",Publishing Research Quarterly,2007,Journal Articles,10.1007/s12109-007-9033-z,https://doi.org/10.1007/s12109-007-9033-z,Suk Lee,1,23,285-287,Springer Science+Business Media,0.08451743,OpenAlex,False,0,0.0,1053-8801,W1489176858,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Performance management of integrated manufacturing system networks,KSME Journal,1995,Journal Articles,10.1007/bf02953626,https://doi.org/10.1007/bf02953626,Suk Lee; Asok Ray; Keum‐Shik Hong; Joongsun Yoon; Myung Chul Han,5,9,269-285,Korean Society of Mechanical Engineers,0.07040092,OpenAlex,False,0,0.0,1011-8861,W1532045885,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Reliability and Usability of the DPRK Statistics,International Journal of Korean Unification Studies,2006,Journal Articles,,,Suk Lee,1,15,132-172,,0.13602176,OpenAlex,False,0,0.0,1229-6902,W1570910027,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of a Computer System for the Lot-sizing and Scheduling of the Side Frame Press Shop,IE interfaces,1996,Journal Articles,,,Hark Hwang; Chun-Nam Cha; Ji-Ung Sun; Kyu-Hun Hann; Seong-Woo Moon; Suk Lee; Seong-Pyo Hong,7,9,3-17,,0.1343663,OpenAlex,False,0,0.0,1225-0996,W1661501789,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"310: Simplified Acute Physiology Score II, pH, and Serum Lactate as Predictors of Hospital Mortality in Severe Sepsis and Septic Shock Patients",Annals of Emergency Medicine,2007,Journal Articles,10.1016/j.annemergmed.2007.06.297,https://doi.org/10.1016/j.annemergmed.2007.06.297,Suk Lee; S. Kim; Yeonsun Hong; Jin‐Sung Park; Sung‐Hyuk Choi; N. Kim,6,50,S97-S97,Elsevier BV,0.06267806,OpenAlex,False,0,0.0,0196-0644,W1973158609,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,123: The Significance of Lactate Clearance Rate as a Predictor of Organ Failure,Annals of Emergency Medicine,2009,Journal Articles,10.1016/j.annemergmed.2009.06.150,https://doi.org/10.1016/j.annemergmed.2009.06.150,Y.D. Cho; Yeonsun Hong; Se Yeon Choi; Suk Lee; Sang Ki Moon; Suk‐young Lee; Ji Hoon Kim,7,54,S39-S39,Elsevier BV,0.09040162,OpenAlex,False,0,0.0,0196-0644,W1980456865,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
