espace_id,name,journal_name,title,year,author_count,authors,quality_rank,sjr_quartile,doi,article_url,link,source,citation_percentile,cited_by_count,fwci,university,field_of_research,researcher_id,publication_id,issn,eissn,item_type,publication_status,abdc_match_method,abdc_match_status,harvested_at
uwa-finance-003,Dirk Baur,Finance Research Letters,"Bitcoin time-of-day, day-of-week and month-of-year effects in returns and trading volume",2019,4,Dirk G. Baur; Daniel Cahill; Keith Godfrey; Zhangxin (Frank)Liu,A,,10.1016/j.frl.2019.04.023,https://doi.org/10.1016/j.frl.2019.04.023,https://research-repository.uwa.edu.au/en/publications/bitcoin-time-of-day-day-of-week-and-month-of-year-effects-in-retu-2/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,bitcoin-time-of-day-day-of-week-and-month-of-year-effects-in-retu-2,1544-6123,,Research output: Contribution to journal › Article › peer-review,Published - 1 Dec 2019,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Energy Economics,From financial to carbon diversification – The potential of physical gold,2019,2,Dirk G. Baur; Josua Oll,A*,,10.1016/j.eneco.2019.06.003,https://doi.org/10.1016/j.eneco.2019.06.003,https://research-repository.uwa.edu.au/en/publications/from-financial-to-carbon-diversification-the-potential-of-physica/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,from-financial-to-carbon-diversification-the-potential-of-physica,0140-9883,,Research output: Contribution to journal › Article › peer-review,Published - 1 Jun 2019,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Futures Markets,Price discovery in bitcoin spot or futures?,2019,2,Dirk G. Baur; Thomas Dimpfl,A,,10.1002/fut.22004,https://doi.org/10.1002/fut.22004,https://research-repository.uwa.edu.au/en/publications/price-discovery-in-bitcoin-spot-or-futures/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,price-discovery-in-bitcoin-spot-or-futures,0270-7314,,Research output: Contribution to journal › Article › peer-review,Published - Jul 2019,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Studies in Nonlinear Dynamics and Econometrics,Think again: Volatility asymmetry and volatility persistence,2019,2,Dirk G. Baur; Thomas Dimpfl,A,,10.1515/snde-2017-0020,https://doi.org/10.1515/snde-2017-0020,https://research-repository.uwa.edu.au/en/publications/think-again-volatility-asymmetry-and-volatility-persistence/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,think-again-volatility-asymmetry-and-volatility-persistence,1081-1826,,Research output: Contribution to journal › Article › peer-review,Published - 1 Feb 2019,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Economics Letters,Asymmetric volatility in cryptocurrencies,2018,2,Dirk G. Baur; Thomas Dimpfl,A,,10.1016/j.econlet.2018.10.008,https://doi.org/10.1016/j.econlet.2018.10.008,https://research-repository.uwa.edu.au/en/publications/asymmetric-volatility-in-cryptocurrencies/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,asymmetric-volatility-in-cryptocurrencies,0165-1765,,Research output: Contribution to journal › Article › peer-review,Published - 1 Dec 2018,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Energy Economics,"Automobile manufacturers, electric vehicles and the price of oil",2018,2,Dirk G. Baur; Neda Todorova,A*,,10.1016/j.eneco.2018.05.034,https://doi.org/10.1016/j.eneco.2018.05.034,https://research-repository.uwa.edu.au/en/publications/automobile-manufacturers-electric-vehicles-and-the-price-of-oil/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,automobile-manufacturers-electric-vehicles-and-the-price-of-oil,0140-9883,,Research output: Contribution to journal › Article › peer-review,Published - 1 Aug 2018,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Finance Research Letters,"Bitcoin, gold and the US dollar - A replication and extension",2018,3,Dirk G. Baur; Thomas Dimpfl; Konstantin Kuck,A,,10.1016/j.frl.2017.10.012,https://doi.org/10.1016/j.frl.2017.10.012,https://research-repository.uwa.edu.au/en/publications/bitcoin-gold-and-the-us-dollar-a-replication-and-extension/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,bitcoin-gold-and-the-us-dollar-a-replication-and-extension,1544-6123,,Research output: Contribution to journal › Article › peer-review,Published - Jun 2018,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,"Journal of International Financial Markets, Institutions and Money",Bitcoin: Medium of exchange or speculative assets?,2018,3,Dirk G. Baur; Ki Hoon Hong; Adrian D. Lee,A,,10.1016/j.intfin.2017.12.004,https://doi.org/10.1016/j.intfin.2017.12.004,https://research-repository.uwa.edu.au/en/publications/bitcoin-medium-of-exchange-or-speculative-assets/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,bitcoin-medium-of-exchange-or-speculative-assets,1042-4431,,Research output: Contribution to journal › Article › peer-review,Published - 1 May 2018,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,,I Am a Blockchain Too...,2018,4,Daniel Cahill; Dirk Baur; Zhangxin Liu; Wenling Yang,,,,https://research-repository.uwa.edu.au/en/publications/i-am-a-blockchain-too/,https://research-repository.uwa.edu.au/en/publications/i-am-a-blockchain-too/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,i-am-a-blockchain-too,,,Research output: Working paper,Published - 23 May 2018,unmatched,unmatched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Energy Economics,The asymmetric return-volatility relationship of commodity prices,2018,2,Dirk G. Baur; Thomas Dimpfl,A*,,10.1016/j.eneco.2018.10.022,https://doi.org/10.1016/j.eneco.2018.10.022,https://research-repository.uwa.edu.au/en/publications/the-asymmetric-return-volatility-relationship-of-commodity-prices/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,the-asymmetric-return-volatility-relationship-of-commodity-prices,0140-9883,,Research output: Contribution to journal › Article › peer-review,Published - 1 Oct 2018,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,The Conversation,What Wikipedia can teach us about blockchain technology,2018,3,Dirk Baur; Daniel Cahill; Zhangxin Liu,,,,https://research-repository.uwa.edu.au/en/publications/what-wikipedia-can-teach-us-about-blockchain-technology/,https://research-repository.uwa.edu.au/en/publications/what-wikipedia-can-teach-us-about-blockchain-technology/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,what-wikipedia-can-teach-us-about-blockchain-technology,2201-5639,,Research output: Contribution to specialist publication › Article in specialist publication,Published - 13 Apr 2018,unmatched,unmatched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,,"Bitcoin Time-of-Day, Day-of-Week and Month-of-Year Effects in Returns and Trading Volume",2017,4,Dirk Baur; Daniel Cahill; Keith Godfrey; Zhangxin Liu,,,,https://research-repository.uwa.edu.au/en/publications/bitcoin-time-of-day-day-of-week-and-month-of-year-effects-in-retu/,https://research-repository.uwa.edu.au/en/publications/bitcoin-time-of-day-day-of-week-and-month-of-year-effects-in-retu/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,bitcoin-time-of-day-day-of-week-and-month-of-year-effects-in-retu,,,Research output: Working paper,Published - 17 Dec 2017,unmatched,unmatched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Pacific Basin Finance Journal,Bubbles in the Australian housing market,2017,2,Dirk G. Baur; Richard Heaney,A,,10.1016/j.pacfin.2017.06.001,https://doi.org/10.1016/j.pacfin.2017.06.001,https://research-repository.uwa.edu.au/en/publications/bubbles-in-the-australian-housing-market/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,bubbles-in-the-australian-housing-market,0927-538X,,Research output: Contribution to journal › Article › peer-review,Published - 1 Sept 2017,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,International Review of Financial Analysis,A melting pot — Gold price forecasts under model and parameter uncertainty,2016,3,Dirk Baur; J. Beckmann; R. Czudaj,A,,10.1016/j.irfa.2016.10.010,https://doi.org/10.1016/j.irfa.2016.10.010,https://research-repository.uwa.edu.au/en/publications/a-melting-pot-gold-price-forecasts-under-model-and-parameter-unce/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,a-melting-pot-gold-price-forecasts-under-model-and-parameter-unce,1057-5219,,Research output: Contribution to journal › Article › peer-review,Published - 1 Dec 2016,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Resources Policy,Googling gold and mining bad news,2016,2,Dirk Baur; T. Dimpfl,B,,10.1016/j.resourpol.2016.10.013,https://doi.org/10.1016/j.resourpol.2016.10.013,https://research-repository.uwa.edu.au/en/publications/googling-gold-and-mining-bad-news/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,googling-gold-and-mining-bad-news,0301-4207,,Research output: Contribution to journal › Article › peer-review,Published - 1 Dec 2016,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,,The Contradiction between the Time Value of Money and Sustainability,2016,2,Dirk Baur; T. Lagoarde-Segot,,,10.1108/S2043-905920160000011004,https://doi.org/10.1108/S2043-905920160000011004,https://research-repository.uwa.edu.au/en/publications/the-contradiction-between-the-time-value-of-money-and-sustainabil/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,the-contradiction-between-the-time-value-of-money-and-sustainabil,,,Research output: Chapter in Book/Conference paper › Chapter › peer-review,Published - 2016,unmatched,unmatched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Behavioral and Experimental Finance,Why is gold a safe haven?,2016,2,Dirk Baur; T.K.J. Mcdermott,A,,10.1016/j.jbef.2016.03.002,https://doi.org/10.1016/j.jbef.2016.03.002,https://research-repository.uwa.edu.au/en/publications/why-is-gold-a-safe-haven/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,why-is-gold-a-safe-haven,2214-6350,,Research output: Contribution to journal › Article › peer-review,Published - 1 Jun 2016,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Finance Research Letters,Predicting the equity premium with the demand for gold coins and bars,2015,2,Dirk Baur; G. Löffler,A,,10.1016/j.frl.2015.01.007,https://doi.org/10.1016/j.frl.2015.01.007,https://research-repository.uwa.edu.au/en/publications/predicting-the-equity-premium-with-the-demand-for-gold-coins-and-/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,predicting-the-equity-premium-with-the-demand-for-gold-coins-and-,1544-6123,,Research output: Contribution to journal › Article › peer-review,Published - 2015,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,International Review of Financial Analysis,Speculative trading in the gold market,2015,2,Dirk Baur; K.J. Glover,A,,10.1016/j.irfa.2015.02.004,https://doi.org/10.1016/j.irfa.2015.02.004,https://research-repository.uwa.edu.au/en/publications/speculative-trading-in-the-gold-market/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,speculative-trading-in-the-gold-market,1057-5219,,Research output: Contribution to journal › Article › peer-review,Published - 2015,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,International Review of Financial Analysis,The financial economics of gold – A survey,2015,4,F.A. O'Connor; B.M. Lucey; J.A. Batten; Dirk Baur,A,,10.1016/j.irfa.2015.07.005,https://doi.org/10.1016/j.irfa.2015.07.005,https://research-repository.uwa.edu.au/en/publications/the-financial-economics-of-gold-a-survey/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,the-financial-economics-of-gold-a-survey,1057-5219,,Research output: Contribution to journal › Article › peer-review,Published - 2015,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Review of Financial Economics,Gold mining companies and the price of gold,2014,1,Dirk Baur,B,,10.1016/j.rfe.2014.07.001,https://doi.org/10.1016/j.rfe.2014.07.001,https://research-repository.uwa.edu.au/en/publications/gold-mining-companies-and-the-price-of-gold/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,gold-mining-companies-and-the-price-of-gold,1058-3300,,Research output: Contribution to journal › Article › peer-review,Published - 2014,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Economic Dynamics and Control,Heterogeneous expectations in the gold market: Specification and estimation,2014,2,Dirk Baur; K.J. Glover,A*,,10.1016/j.jedc.2014.01.001,https://doi.org/10.1016/j.jedc.2014.01.001,https://research-repository.uwa.edu.au/en/publications/heterogeneous-expectations-in-the-gold-market-specification-and-e/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,heterogeneous-expectations-in-the-gold-market-specification-and-e,0165-1889,,Research output: Contribution to journal › Article › peer-review,Published - 2014,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,International Review of Financial Analysis,No puzzle: The foreign exchange exposure of Australian firms,2014,2,Dirk Baur; I. Miyakawa,A,,10.1016/j.irfa.2013.12.007,https://doi.org/10.1016/j.irfa.2013.12.007,https://research-repository.uwa.edu.au/en/publications/no-puzzle-the-foreign-exchange-exposure-of-australian-firms/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,no-puzzle-the-foreign-exchange-exposure-of-australian-firms,1057-5219,,Research output: Contribution to journal › Article › peer-review,Published - 2014,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Empirical Economics,The long-run relationship of gold and silver and the influence of bubbles and financial crises,2014,2,Dirk Baur; D.T. Tran,A,,10.1007/s00181-013-0787-1,https://doi.org/10.1007/s00181-013-0787-1,https://research-repository.uwa.edu.au/en/publications/the-long-run-relationship-of-gold-and-silver-and-the-influence-of/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,the-long-run-relationship-of-gold-and-silver-and-the-influence-of,0377-7332,,Research output: Contribution to journal › Article › peer-review,Published - 2014,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Research in International Business and Finance,The autumn effect of gold,2013,1,Dirk Baur,A,,10.1016/j.ribaf.2012.05.001,https://doi.org/10.1016/j.ribaf.2012.05.001,https://research-repository.uwa.edu.au/en/publications/the-autumn-effect-of-gold/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,the-autumn-effect-of-gold,0275-5319,,Research output: Contribution to journal › Article › peer-review,Published - 2013,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Banking and Finance,The structure and degree of dependence: A quantile regression approach,2013,1,Dirk Baur,A*,,10.1016/j.jbankfin.2012.10.015,https://doi.org/10.1016/j.jbankfin.2012.10.015,https://research-repository.uwa.edu.au/en/publications/the-structure-and-degree-of-dependence-a-quantile-regression-appr/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,the-structure-and-degree-of-dependence-a-quantile-regression-appr,0378-4266,,Research output: Contribution to journal › Article › peer-review,Published - 2013,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Alternative Investments,Asymmetric Volatility in the Gold Market,2012,1,Dirk Baur,B,,10.3905/jai.2012.14.4.026,https://doi.org/10.3905/jai.2012.14.4.026,https://research-repository.uwa.edu.au/en/publications/asymmetric-volatility-in-the-gold-market/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,asymmetric-volatility-in-the-gold-market,1520-3255,,Research output: Contribution to journal › Article › peer-review,Published - 2012,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Banking and Finance,Financial contagion and the real economy,2012,1,Dirk Baur,A*,,10.1016/j.jbankfin.2011.05.019,https://doi.org/10.1016/j.jbankfin.2011.05.019,https://research-repository.uwa.edu.au/en/publications/financial-contagion-and-the-real-economy/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,financial-contagion-and-the-real-economy,0378-4266,,Research output: Contribution to journal › Article › peer-review,Published - 2012,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Empirical Finance,Stock return autocorrelations revisited: A quantile regression approach,2012,3,Dirk Baur; T. Dimpfl; R.C. Jung,A,,10.1016/j.jempfin.2011.12.002,https://doi.org/10.1016/j.jempfin.2011.12.002,https://research-repository.uwa.edu.au/en/publications/stock-return-autocorrelations-revisited-a-quantile-regression-app/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,stock-return-autocorrelations-revisited-a-quantile-regression-app,0927-5398,,Research output: Contribution to journal › Article › peer-review,Published - 2012,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Applied Finance Letters,The Destruction of a Safe Haven Asset?,2012,2,Dirk Baur; K.J. Glover,B,,,https://research-repository.uwa.edu.au/en/publications/the-destruction-of-a-safe-haven-asset/,https://research-repository.uwa.edu.au/en/publications/the-destruction-of-a-safe-haven-asset/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,the-destruction-of-a-safe-haven-asset,2253-5799,,Research output: Contribution to journal › Article › peer-review,Published - 2012,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,,A Fixed-Time Effects Model of Contagion,2011,2,Dirk Baur; R.A. Fry,,,10.1002/9781118267646.ch10,https://doi.org/10.1002/9781118267646.ch10,https://research-repository.uwa.edu.au/en/publications/a-fixed-time-effects-model-of-contagion/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,a-fixed-time-effects-model-of-contagion,,,Research output: Chapter in Book/Conference paper › Chapter › peer-review,Published - 2011,unmatched,unmatched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,,Contagion and the Real Economy during the Global Financial Crisis,2011,1,Dirk Baur,,,10.1002/9781118267646.ch24,https://doi.org/10.1002/9781118267646.ch24,https://research-repository.uwa.edu.au/en/publications/contagion-and-the-real-economy-during-the-global-financial-crisis/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,contagion-and-the-real-economy-during-the-global-financial-crisis,,,Research output: Chapter in Book/Conference paper › Chapter › peer-review,Published - 2011,unmatched,unmatched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,International Journal of Sport Finance,Do Football Clubs Benefit from Initial Public Offerings?,2011,2,Dirk Baur; C. Mckeating,C,,,https://research-repository.uwa.edu.au/en/publications/do-football-clubs-benefit-from-initial-public-offerings/,https://research-repository.uwa.edu.au/en/publications/do-football-clubs-benefit-from-initial-public-offerings/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,do-football-clubs-benefit-from-initial-public-offerings,1558-6235,,Research output: Contribution to journal › Article › peer-review,Published - Feb 2011,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Resources Policy,Explanatory mining for gold: Contrasting evidence from simple and multiple regressions,2011,1,Dirk Baur,B,,10.1016/j.resourpol.2011.03.003,https://doi.org/10.1016/j.resourpol.2011.03.003,https://research-repository.uwa.edu.au/en/publications/explanatory-mining-for-gold-contrasting-evidence-from-simple-and-/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,explanatory-mining-for-gold-contrasting-evidence-from-simple-and-,0301-4207,,Research output: Contribution to journal › Article › peer-review,Published - 2011,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,The Financial Review (Statesboro),"Is Gold a Hedge or a Safe Haven? An Analysis of Stocks, Bonds and Gold",2010,2,Dirk Baur; B.M. Lucey,A,,10.1111/j.1540-6288.2010.00244.x,https://doi.org/10.1111/j.1540-6288.2010.00244.x,https://research-repository.uwa.edu.au/en/publications/is-gold-a-hedge-or-a-safe-haven-an-analysis-of-stocks-bonds-and-g/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,is-gold-a-hedge-or-a-safe-haven-an-analysis-of-stocks-bonds-and-g,0732-8516,,Research output: Contribution to journal › Article › peer-review,Published - 2010,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,Journal of Banking and Finance,Is gold a safe haven? International evidence,2010,2,Dirk Baur; T.K. Mcdermott,A*,,10.1016/j.jbankfin.2009.12.008,https://doi.org/10.1016/j.jbankfin.2009.12.008,https://research-repository.uwa.edu.au/en/publications/is-gold-a-safe-haven-international-evidence/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,is-gold-a-safe-haven-international-evidence,0378-4266,,Research output: Contribution to journal › Article › peer-review,Published - 2010,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-003,Dirk Baur,"International Journal of Banking, Accounting and Finance",Stock-bond co-movements and cross-country linkages,2010,1,Dirk Baur,C,,10.1504/IJBAAF.2010.032848,https://doi.org/10.1504/IJBAAF.2010.032848,https://research-repository.uwa.edu.au/en/publications/stock-bond-co-movements-and-cross-country-linkages/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-003,stock-bond-co-movements-and-cross-country-linkages,1755-3830,,Research output: Contribution to journal › Article › peer-review,Published - 2010,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,Scottish Journal of Political Economy,Does Financial Literacy Improve Life Satisfaction? Robust Evidence From Several Approaches,2026,1,Duc Hong Vo,A,,10.1111/sjpe.70037,https://doi.org/10.1111/sjpe.70037,https://research-repository.uwa.edu.au/en/publications/does-financial-literacy-improve-life-satisfaction-robust-evidence/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,does-financial-literacy-improve-life-satisfaction-robust-evidence,0036-9292,,Research output: Contribution to journal › Article › peer-review,Published - 2026,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,Journal of Gambling Studies,"Financial Literacy, Locus of Control, and Gambling Behavior in Australia",2026,2,Lai Hoang; Duc Hong Vo,A,,10.1007/s10899-025-10469-w,https://doi.org/10.1007/s10899-025-10469-w,https://research-repository.uwa.edu.au/en/publications/financial-literacy-locus-of-control-and-gambling-behavior-in-aust/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,financial-literacy-locus-of-control-and-gambling-behavior-in-aust,1050-5350,,Research output: Contribution to journal › Article › peer-review,Published - Jun 2026,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,Australian Journal of Management,Multi-market trading and overnight price discovery: Evidence from American Depository Receipts,2026,2,Lai Hoang; Duc Hong Vo,A,,10.1177/03128962241286085,https://doi.org/10.1177/03128962241286085,https://research-repository.uwa.edu.au/en/publications/multi-market-trading-and-overnight-price-discovery-evidence-from-/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,multi-market-trading-and-overnight-price-discovery-evidence-from-,0312-8962,,Research output: Contribution to journal › Article › peer-review,Published - Feb 2026,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,European Management Review,The differential effects of prevention and restrictive policies in crises: What can we learn from the COVID-19 pandemic?,2026,3,Minh Phuoc Bao Tran; Nhung Thi Hong Vu; Duc Hong Vo,B,,10.1111/emre.70011,https://doi.org/10.1111/emre.70011,https://research-repository.uwa.edu.au/en/publications/the-differential-effects-of-prevention-and-restrictive-policies-i/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,the-differential-effects-of-prevention-and-restrictive-policies-i,1740-4754,,Research output: Contribution to journal › Article › peer-review,Published - Mar 2026,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,Business Strategy and the Environment,When Nature Hits the Bottom Line: Transition Biodiversity Risk and Corporate Creditworthiness,2026,2,Nam Thanh Vu; Duc Hong Vo,A,,10.1002/bse.70279,https://doi.org/10.1002/bse.70279,https://research-repository.uwa.edu.au/en/publications/when-nature-hits-the-bottom-line-transition-biodiversity-risk-and/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,when-nature-hits-the-bottom-line-transition-biodiversity-risk-and,0964-4733,,Research output: Contribution to journal › Article › peer-review,Published - Feb 2026,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,Energy Economics,Greener for greater security? The role of green finance in energy security amid rising geopolitical risks,2025,3,Duc Hong Vo; Chi Minh Ho; Ngoc Duc Lang,A*,,10.1016/j.eneco.2025.108902,https://doi.org/10.1016/j.eneco.2025.108902,https://research-repository.uwa.edu.au/en/publications/greener-for-greater-security-the-role-of-green-finance-in-energy-/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,greener-for-greater-security-the-role-of-green-finance-in-energy-,0140-9883,,Research output: Contribution to journal › Article › peer-review,Published - Nov 2025,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,Scottish Journal of Political Economy,Has the Free-Rider Problem Been Improved in NATO? Evidence From a Novel TVP-VAR-Based Connectedness Approach,2025,2,Duc Hong Vo; Minh Phuoc-Bao Tran,A,,10.1111/sjpe.70013,https://doi.org/10.1111/sjpe.70013,https://research-repository.uwa.edu.au/en/publications/has-the-free-rider-problem-been-improved-in-nato-evidence-from-a-/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,has-the-free-rider-problem-been-improved-in-nato-evidence-from-a-,0036-9292,,Research output: Contribution to journal › Article › peer-review,Published - Sept 2025,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,Journal of Behavioral Finance,How is Trading Behavior in Commodity Futures Affected by the 52-Week High and Low?,2025,3,Joshua Laubsch; Lee A. Smales; Duc Vo,A,,10.1080/15427560.2024.2335521,https://doi.org/10.1080/15427560.2024.2335521,https://research-repository.uwa.edu.au/en/publications/how-is-trading-behavior-in-commodity-futures-affected-by-the-52-w/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,how-is-trading-behavior-in-commodity-futures-affected-by-the-52-w,1520-8834,,Research output: Contribution to journal › Article › peer-review,Published - 2025,normalized journal title,matched,2026-08-11T16:01:37.985Z
uwa-finance-004,Duc Vo,The British Accounting Review,The interconnection between net buying pressures in derivatives and spot markets,2025,2,Bao Doan; Duc Hong Vo,A*,,10.1016/j.bar.2025.101702,https://doi.org/10.1016/j.bar.2025.101702,https://research-repository.uwa.edu.au/en/publications/the-interconnection-between-net-buying-pressures-in-derivatives-a/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Finance,uwa-finance-004,the-interconnection-between-net-buying-pressures-in-derivatives-a,0890-8389,,Research output: Contribution to journal › Article › peer-review,Published - 31 Dec 2025,ISSN/eISSN,matched,2026-08-11T16:01:37.985Z
